#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
1078,高知,74238,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,鳥形山,トリガタヤマ,TORIGATAYAMA,仁淀川町鳥形山,吾川郡仁淀川町大植,-,33,28.8,133,5,835,-,-,19902.3.17,-,-,-
1079,高知,74271,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,安芸,アキ,AKI,安芸,安芸市伊尾木,-,33,29.3,133,56,6,6.4,1.5,#1977.12.19,-,-,-
1080,高知,74276,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,田野,タノ,TANO,田野,安芸郡田野町,-,33,25.6,134,0.4,17,-,-,1975.4.28,-,-,-
1081,高知,74296,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,梼原,ユスハラ,YUSUHARA,梼原,高岡郡梼原町川西路,-,33,23.4,132,55.3,415,6.5,1.5,(1975.4.23)1977.12.22,-,-,-
1082,高知,74311,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,須崎,スサキ,SUSAKI,須崎,須崎市西町,-,33,23.1,133,16.6,4,6.5,1.5,#1977.12.22,-,-,-
1083,高知,74336,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,佐喜浜,サキハマ,SAKIHAMA,室戸市佐喜浜,室戸市佐喜浜町,-,33,24.7,134,11.9,26,-,-,#,-,-,-
1084,高知,74361,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,窪川,クボカワ,KUBOKAWA,四万十町窪川,高岡郡四万十町新開町,-,33,12.4,133,7.7,205,6.4,1.5,#1977.12.23,-,-,-
1085,高知,74372,47899,官,地上気象観測装置,Y,Y,N,N,N,Y,N,室戸岬,ムロトミサキ,MUROTOMISAKI,室戸岬,室戸市室戸岬町,室戸岬特別地域気象観測所,33,15.1,134,10.6,185,-,-,2006.11.28,-,-,気温、雨、日照
1086,高知,74372,47899,官,地上気象観測装置,N,N,Y,Y,N,Y,N,室戸岬,ムロトミサキ,MUROTOMISAKI,室戸岬,室戸市室戸岬町,-,33,14.8,134,10.5,161,20.8,-,2006.11.28,-,-,風
1087,高知,74381,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,江川崎,エカワサキ,EKAWASAKI,四万十市江川崎,四万十市西土佐用井,-,33,10.2,132,47.5,72,9.9,1.5,1977.12.26,-,-,-
1088,高知,74391,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大正,タイショウ,TAISHO,四万十町大正,高岡郡四万十町大正,-,33,11.6,132,58.3,150,-,-,#,-,-,-
1089,高知,74436,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,佐賀,サガ,SAGA,黒潮町佐賀,幡多郡黒潮町佐賀,-,33,4.7,133,6.1,3,6.4,1.5,1977.12.23,-,-,-
1090,高知,74447,47897,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,宿毛,スクモ,SUKUMO,宿毛,宿毛市片島,宿毛特別地域気象観測所,32,55.2,132,41.7,2,17.2,-,1982.4.1,-,-,-
1091,高知,74456,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,中村,ナカムラ,NAKAMURA,四万十市中村,四万十市入田字長善寺前,-,32,59.4,132,55.2,8,6.5,1.5,#1976.2.17,-,-,-
1092,高知,74506,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三崎,ミサキ,MISAKI,土佐清水市三崎,土佐清水市三崎,-,32,47.7,132,52.3,9,-,-,2005.10.17,-,-,-
1093,高知,74516,47898,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,清水,シミズ,ASHIZURI,清水,土佐清水市足摺岬,清水特別地域気象観測所,32,43.3,133,0.6,31,14.7,-,#1975.3.20,-,-,-
1094,山口,81011,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,須佐,スサ,SUSA,萩市須佐,萩市須佐字野中,-,34,36.9,131,37.4,50,6.4,1.5,#1977.3.7,-,-,-
1095,山口,81071,47754,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,萩,ハギ,HAGI,萩市土原,萩市大字土原字川島沖田,萩特別地域気象観測所,34,24.6,131,24.3,2,11.1,-,#1975.4.1,-,-,-
1096,山口,81116,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,油谷,ユヤ,YUYA,長門市油谷,長門市油谷新別名,-,34,22.2,131,3.3,20,9.9,1.5,(1975.4.25)1977.3.8,-,-,-
1097,山口,81146,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,篠生,シノブ,SHINOBU,山口市篠生,山口市阿東地福下,-,34,20.3,131,37.6,264,-,-,2021.12.7,-,-,-
1098,山口,81151,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,徳佐,トクサ,TOKUSA,山口市徳佐,山口市阿東徳佐中,-,34,23.9,131,43.5,310,10.2,1.5,#1977.3.4,-,-,-
1099,山口,81167,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,羅漢山,ラカンザン,RAKANZAN,岩国市羅漢山,岩国市美和町秋掛字羅漢山,-,34,21,132,3.8,945,-,-,1976.6.3,-,-,-
1100,山口,81196,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,秋吉台,アキヨシダイ,AKIYOSHIDAI,美祢市秋吉台,美祢市秋芳町秋吉,-,34,14.1,131,18.4,240,9.9,1.5,#1977.3.10,-,-,-
1101,山口,81228,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,鹿野,カノ,KANO,周南市鹿野,周南市大字鹿野下字サヤ段,-,34,13.5,131,48.9,368,-,-,19902.3.9,-,-,-
1102,山口,81231,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,広瀬,ヒロセ,HIROSE,岩国市広瀬,岩国市錦町広瀬,-,34,15.7,131,57.1,97,10.1,1.5,#1976.2.24,-,-,-
1103,山口,81266,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,豊田,トヨタ,NISHIICHI,下関市豊田,下関市豊田町大字稲光字土橋,-,34,11.2,131,4.6,40,10,1.5,#1977.3.11,-,-,-
1104,山口,81271,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,東厚保,ヒガシアツ,HIGASHIATSU,美祢市東厚保,美祢市東厚保町山中,-,34,7.1,131,10.9,56,-,-,19902.3.26,-,-,-
1105,山口,81286,47784,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,山口,ヤマグチ,YAMAGUCHI,山口市前町,山口市前町,山口特別地域気象観測所,34,9.7,131,27.7,18,15.4,-,#1975.12.18,-,81900,-
1106,山口,81301,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,和田,ワダ,WADA,周南市和田,周南市大字高瀬,-,34,10.2,131,45.2,154,-,-,1978.6.29,-,-,-
1107,山口,81321,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,岩国,イワクニ,IWAKUNI,岩国市川西,岩国市川西,-,34,9.3,132,10.7,41,10.2,1.5,(1975.4.25)1977.2.22,-,-,-
1108,山口,81371,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,防府,ホウフ,HOFU,防府,防府市大字植松,-,34,2.4,131,32,4,9.9,1.5,#1977.3.2,-,-,-
1109,山口,81386,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,下松,クダマツ,KUDAMATSU,下松,下松市西豊井,-,34,0.6,131,52.3,27,10.1,1.5,1977.3.1,-,-,-
1110,山口,81397,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,玖珂,クガ,KUGA,岩国市玖珂,岩国市玖珂町,-,34,5.7,132,4.5,68,7.4,1.5,(1975.4.1)1977.2.28,-,-,-
1111,山口,81428,47762,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,下関,シモノセキ,SHIMONOSEKI,下関市竹崎,下関市竹崎町,下関地方気象台,33,56.9,130,55.5,3,-,-,1996.6.27,-,81905,気温、雨
1112,山口,81428,47762,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,下関,シモノセキ,SHIMONOSEKI,下関市竹崎,下関市名池町,-,33,57.4,130,56.3,46,14.6,-,1996.6.27,-,-,風、日照
1113,山口,81436,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,宇部,ウベ,UBE,宇部,宇部市沖宇部地先,山口宇部航空気象観測所,33,55.8,131,16.7,5,10,-,#2001.12.12,-,-,日照・湿度・気圧を除く
1114,山口,81481,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,柳井,ヤナイ,YANAI,柳井,柳井市南浜,-,33,57.5,132,6.8,3,10.1,1.5,(1975.4.25)1977.2.25,-,-,-
1115,山口,81486,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,安下庄,アゲノショウ,AGENOSHO,周防大島町安下庄,大島郡周防大島町東安下庄,-,33,54.2,132,17.6,5,9.9,1.5,#1977.2.24,-,-,-
1116,福岡,82036,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,小呂島,オロノシマ,ORONOSHIMA,福岡市小呂島,福岡市西区大字小呂島,-,33,51.8,130,2.1,49,-,-,19906.9.11,-,-,-
1117,福岡,82046,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,宗像,ムナカタ,MUNAKATA,宗像,宗像市田熊,-,33,48.5,130,32.3,7,10.3,1.5,(1975.4.25)1977.2.15,-,-,-
1118,福岡,82056,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,八幡,ヤハタ,YAHATA,八幡西区鷹の巣,北九州市八幡西区鷹の巣,-,33,51.1,130,44.6,20,9.9,1.5,#1977.2.17,-,-,-
1119,福岡,82068,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,空港北町,クウコウキタマチ,KUKO-KITAMACHI,北九州空港,北九州市小倉南区空港北町,北九州航空気象観測所,33,50.7,131,2.1,7,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1120,福岡,82097,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,東谷,ヒガシタニ,HIGASHITANI,小倉南区東谷,北九州市小倉南区大字木下,-,33,46.7,130,51.9,55,-,-,19904.2.15,-,-,-
1121,福岡,82101,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,行橋,ユクハシ,YUKUHASHI,行橋,行橋市西泉,-,33,42.8,130,58.5,9,10,1.5,#1977.2.18,-,-,-
1122,福岡,82136,47809,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,飯塚,イイヅカ,IIZUKA,飯塚,飯塚市川島字甘木,飯塚特別地域気象観測所,33,39.1,130,41.6,37,11,-,#1975.12.16,-,-,-
1123,福岡,82171,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,前原,マエバル,MAEBARU,糸島市前原,糸島市前原西,-,33,33.6,130,11.4,5,9.9,1.5,#1977.3.4,-,-,-
1124,福岡,82182,47807,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,福岡,フクオカ,FUKUOKA,福岡市中央区,福岡市中央区大濠,福岡管区気象台,33,34.9,130,22.5,3,-,-,19902.2.18,-,82900,気温、雨、日照
1125,福岡,82182,47807,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,福岡,フクオカ,FUKUOKA,福岡市中央区,福岡市中央区六本松,-,33,34.9,130,22.6,3,34.6,-,19902.2.18,-,-,風
1126,福岡,82186,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,博多,ハカタ,HAKATA,福岡空港,福岡市博多区大字上臼井字屋敷,福岡航空地方気象台,33,35,130,27.1,9,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1127,福岡,82191,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,太宰府,ダザイフ,DAZAIFU,太宰府,太宰府市大佐野,-,33,29.8,130,29.4,52,10.2,1.5,1977.3.2,-,-,-
1128,福岡,82206,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,添田,ソエダ,SOEDA,添田町野田,田川郡添田町大字野田字大野ノ原,-,33,33.5,130,51.3,92,10.2,1.5,(1975.5.25)1977.2.21,-,-,-
1129,福岡,82241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,早良脇山,サワラワキヤマ,SAWARAWAKIYAMA,福岡市早良脇山,福岡市早良区脇山,-,33,29.3,130,21.2,83,-,-,19902.3.2,-,-,-
1130,福岡,82261,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,朝倉,アサクラ,AMAGI,朝倉,朝倉市三奈木,-,33,24.4,130,41.7,38,10.1,1.5,#1977.2.18,-,-,-
1131,福岡,82272,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,英彦山,ヒコサン,HIKOSAN,添田町英彦山,田川郡添田町大字英彦山,-,33,29.3,130,55.4,823,-,-,1988.9.8,-,-,-
1132,福岡,82306,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,久留米,クルメ,KURUME,久留米市津福本町,久留米市津福本町,-,33,18.2,130,29.6,7,12.9,1.5,1977.3.1,-,-,-
1133,福岡,82316,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,耳納山,ミノウサン,MINOSAN,久留米市耳納山,久留米市草野町字吉木,-,33,17.5,130,37.5,607,-,-,#,-,-,-
1134,福岡,82317,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,黒木,クロギ,KUROKI,八女市黒木,八女市黒木町本分,-,33,13.5,130,38.7,144,10.1,1.5,#1977.2.25,-,-,-
1135,福岡,82331,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,柳川,ヤナガワ,YANAGAWA,柳川,柳川市本城町,-,33,9.6,130,24.2,7,-,-,1975.4.25,-,-,-
1136,福岡,82361,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,大牟田,オオムタ,OMUTA,大牟田,大牟田市笹原町,-,33,0.4,130,28,40,10,1.5,#1977.2.23,-,-,-
1137,大分,83021,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,国見,クニミ,KUNIMI,国東市国見,国東市国見町中字浜手,-,33,40.7,131,34.5,53,10,1.5,1977.2.15,-,-,-
1138,大分,83051,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,中津,ナカツ,NAKATSU,中津市中津,中津市大字定留,-,33,35.2,131,14.7,12,10.1,1.5,19903.3.15,-,-,-
1139,大分,83061,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,豊後高田,ブンゴタカダ,BUNGOTAKADA,豊後高田,豊後高田市呉崎,-,33,34.2,131,26,5,9.8,1.5,#1977.2.16,-,-,-
1140,大分,83096,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,耶馬渓,ヤバケイ,YABAKEI,中津市耶馬渓,中津市耶馬渓町大島,-,33,26.7,131,6.9,100,-,-,1975.5.8,-,-,-
1141,大分,83106,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,院内,インナイ,INNAI,宇佐市院内,宇佐市院内町山城,-,33,25.2,131,19,90,13.1,1.5,(1975.4.24)1977.2.21,-,-,-
1142,大分,83121,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,杵築,キツキ,KITSUKI,杵築,杵築市大字本庄,-,33,25,131,35.8,5,9.6,1.5,1978.1.10,-,-,-
1143,大分,83126,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,武蔵,ムサシ,MUSASHI,国東市武蔵,国東市武蔵町大字糸原字大海田,大分航空気象観測所,33,28.7,131,44.2,5,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1144,大分,83137,47814,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,日田,ヒタ,HITA,日田市三本松,日田市三本松,日田特別地域気象観測所,33,19.3,130,55.7,83,22.1,-,#1975.12.13,-,-,-
1145,大分,83191,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,玖珠,クス,BUNGOKUSU,玖珠,玖珠郡玖珠町大字帆足,-,33,17.5,131,9.3,331,9.6,1.5,(1975.4.24)1977.2.22,-,-,-
1146,大分,83201,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,湯布院,ユフイン,YUFUIN,由布市湯布院,由布市湯布院町川南,-,33,15.2,131,20.8,435,9.6,1.5,#1977.2.23,-,-,-
1147,大分,83216,47815,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,大分,オオイタ,OITA,大分市長浜,大分市長浜町,大分地方気象台,33,14.1,131,37.1,5,19.8,-,#1975.3.21,-,83900,-
1148,大分,83226,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,佐賀関,サガノセキ,SAGANOSEKI,大分市佐賀関,大分市大字佐賀関字太田,-,33,14.9,131,51.9,1,-,-,#,-,-,-
1149,大分,83242,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,椿ヶ鼻,ツバキガハナ,TSUBAKIGAHANA,日田市椿ヶ鼻,日田市前津江町大野字ウスギ,-,33,11.4,130,54.9,843,-,-,2004.11.4,-,-,-
1150,大分,83286,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,臼杵,ウスキ,USUKI,臼杵市臼杵,臼杵市大字諏訪字北ヶ迫,-,33,7.9,131,47.8,30,-,-,1975.4.24,-,-,-
1151,大分,83341,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,犬飼,イヌカイ,INUKAI,豊後大野市犬飼,豊後大野市犬飼町田原,-,33,3.9,131,37.9,121,10.1,1.5,#1977.3.3,-,-,-
1152,大分,83371,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,竹田,タケタ,TAKETA,竹田市会々,竹田市大字会々,-,32,58.4,131,23.9,261,10.1,1.5,#1977.3.2,-,-,-
1153,大分,83401,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,佐伯,サイキ,SAIKI,佐伯市佐伯,佐伯市字剣崎,-,32,57,131,54.1,2,9.7,1.5,#1977.3.1,-,-,-
1154,大分,83431,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,宇目,ウメ,UME,佐伯市宇目,佐伯市宇目大字重岡,-,32,50.7,131,40.5,200,9.9,1.5,1977.3.2,-,-,-
1155,大分,83476,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,蒲江,カマエ,KAMAE,佐伯市蒲江,佐伯市蒲江大字蒲江浦,-,32,47.7,131,55.4,2,9.6,1.5,#1977.2.28,-,-,-
1156,長崎,84012,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鰐浦,ワニウラ,WANIURA,対馬市鰐浦,対馬市上対馬町鰐浦字カキセ,-,34,41.9,129,26.7,63,8,1.5,1995.8.2,-,-,-
1157,長崎,84072,47800,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,厳原,イヅハラ,IZUHARA,対馬市厳原,対馬市厳原町東里,厳原特別地域気象観測所,34,11.8,129,17.5,5,36.1,-,1991.9.1,-,-,-
1158,長崎,84076,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,美津島,ミツシマ,MITSUSHIMA,対馬空港,対馬市美津島町鶏知乙,対馬航空気象観測所,34,17.1,129,19.8,63,10.1,-,2003.1.1,-,-,日照・湿度・気圧を除く
1159,長崎,84121,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,芦辺,アシベ,ASHIBE,壱岐市芦辺,壱岐市芦辺町国分東触,-,33,48,129,43.3,97,9.9,1.5,1977.3.11,-,-,-
1160,長崎,84122,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,石田,イシダ,ISHIDA,壱岐空港,壱岐市石田町筒城東触,壱岐航空気象観測所,33,44.9,129,47.1,12,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1161,長崎,84171,47805,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,平戸,ヒラド,HIRADO,平戸,平戸市岩の上町,平戸特別地域気象観測所,33,21.6,129,33,58,12.5,-,#1975.12.11,-,-,-
1162,長崎,84183,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,松浦,マツウラ,MATSUURA,松浦,松浦市志佐町里免字辻ノ尾台,-,33,20.5,129,42.7,14,9.9,1.5,19903.3.15,-,-,-
1163,長崎,84266,47812,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,佐世保,サセボ,SASEBO,佐世保市干尽町,佐世保市干尽町,佐世保特別地域気象観測所,33,9.5,129,43.6,4,35,-,2002.3.27,-,-,-
1164,長崎,84306,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,西海,サイカイ,SAIKAI,西海市西海,西海市西海町中浦南郷,-,33,0.8,129,39.1,18,9.9,1.5,2021.3.5,-,-,-
1165,長崎,84341,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,有川,アリカワ,ARIKAWA,新上五島町有川郷,南松浦郡新上五島町有川郷字上原,-,32,58.9,129,7.1,11,9.9,1.5,1999.12.22,-,-,-
1166,長崎,84361,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,長浦岳,ナガウラダケ,NAGAURADAKE,長崎市長浦岳,長崎市神浦北大中尾町上アマサキ,-,32,54.5,129,44.3,510,-,-,#,-,-,-
1167,長崎,84371,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,大村,オオムラ,OMURA,大村,大村市箕島町,長崎航空気象観測所,32,55,129,54.8,3,10,-,(1976.4.22)1996.3.25,-,-,日照・湿度・気圧を除く
1168,長崎,84441,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,諫早,イサハヤ,ISAHAYA,諫早,諫早市馬渡町,-,32,50.6,130,1.5,15,-,-,#,-,-,-
1169,長崎,84496,47817,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,長崎,ナガサキ,NAGASAKI,長崎市南山手町,長崎市南山手町,長崎地方気象台,32,44,129,52,27,18.6,-,#1975.3.21,-,84900,-
1170,長崎,84519,47818,官,地上気象観測装置,Y,Y,N,N,N,Y,N,雲仙岳,ウンゼンダケ,UNZENDAKE,雲仙岳,雲仙市小浜町雲仙,雲仙岳特別地域気象観測所,32,44.2,130,15.7,678,-,-,2002.11.26,-,-,気温、雨、日照
1171,長崎,84519,47818,官,地上気象観測装置,N,N,Y,Y,N,Y,N,雲仙岳,ウンゼンダケ,UNZENDAKE,雲仙岳,雲仙市小浜町雲仙絹笠山,-,32,44.2,130,15,870,10.5,-,2002.11.26,-,-,風
1172,長崎,84523,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,島原,シマバラ,SHIMABARA,島原,島原市新湊,-,32,45.6,130,21.7,14,9.9,1.5,2006.3.15,-,-,-
1173,長崎,84536,47843,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,福江,フクエ,FUKUE,五島市木場町,五島市木場町,福江特別地域気象観測所,32,41.6,128,49.6,25,10.1,-,#1975.3.18,-,-,-
1174,長崎,84537,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,上大津,カミオオヅ,KAMIOZU,福江空港,五島市上大津町,福江航空気象観測所,32,39.9,128,49.9,77,10.1,-,2003.1.1,-,-,日照・湿度・気圧を除く
1175,長崎,84561,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,口之津,クチノツ,KUCHINOTSU,南島原市口之津,南島原市口之津町丁,-,32,36.7,130,11.6,13,9.9,1.5,(1975.4.23)1976.4.1,-,-,-
1176,長崎,84597,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,脇岬,ワキミサキ,WAKIMISAKI,長崎市脇岬,長崎市脇岬町,-,32,34.9,129,46.6,4,9.9,1.5,2021.1.20,-,-,-
1177,佐賀,85033,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,唐津,カラツ,KARATSU,唐津,唐津市二夕子,-,33,27.5,129,57.3,23,9.9,1.5,19902.2.25,-,-,-
1178,佐賀,85046,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,北山,ホクザン,HOKUZAN,佐賀市北山,佐賀市富士町大字関屋字中島,-,33,24.8,130,13.2,339,-,-,19902.3.17,-,-,-
1179,佐賀,85106,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,鳥栖,トス,TOSU,鳥栖,鳥栖市田代外町,-,33,23.1,130,31,25,-,-,19902.3.4,-,-,-
1180,佐賀,85116,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,伊万里,イマリ,IMARI,伊万里,伊万里市立花町,-,33,16,129,52.7,25,9.9,1.5,(1975.9.1)1977.3.3,-,-,-
1181,佐賀,85142,47813,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,佐賀,サガ,SAGA,佐賀市駅前中央,佐賀市駅前中央,佐賀地方気象台,33,15.9,130,18.3,6,56.1,-,1995.10.19,-,85900,-
1182,佐賀,85161,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,嬉野,ウレシノ,URESHINO,嬉野,嬉野市嬉野町大字下野丙,-,33,7,129,59.7,81,9.9,1.5,#1977.2.24,-,-,-
1183,佐賀,85166,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,白石,シロイシ,SHIROISHI,白石,杵島郡白石町大字福田,-,33,11,130,8.9,2,9.8,1.5,#1977.3.2,-,-,-
1184,佐賀,85176,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,川副,カワソエ,KAWASOE,佐賀空港,佐賀市川副町大字犬井道字国造搦,佐賀航空気象観測所,33,8.9,130,18.1,2,10.1,-,2003.1.1,-,-,日照・湿度・気圧を除く
1185,熊本,86006,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鹿北,カホク,KAHOKU,山鹿市鹿北,山鹿市鹿北町岩野,-,33,6.9,130,41.5,119,10,1.5,#1977.2.9,-,-,-
1186,熊本,86066,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,南小国,ミナミオグニ,MINAMIOGUNI,南小国町赤馬場,阿蘇郡南小国町赤馬場,-,33,6.2,131,4,448,10.1,1.5,#1977.2.14,-,-,-
1187,熊本,86086,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,岱明,タイメイ,TAIMEI,玉名市岱明,玉名市岱明町中土,-,32,54.9,130,30.7,15,10,1.5,#1977.2.10,-,-,-
1188,熊本,86101,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,菊池,キクチ,KIKUCHI,菊池市木柑子,菊池市木柑子字上辻,-,32,56.7,130,46.9,83,10.1,1.5,#1977.2.10,-,-,-
1189,熊本,86111,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,阿蘇乙姫,アソオトヒメ,ASO-OTOHIME,阿蘇市阿蘇乙姫,阿蘇市乙姫,-,32,56.8,131,2.4,487,10,1.5,1978.1.11,-,-,-
