観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
67106,三次,ミヨシ,MIYOSHI,,,,34.803,132.858,156,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/21,67106,1,1,1,1,1,,1
67106,三次,ミヨシ,MIYOSHI,,,,34.803,132.858,156,6.5,,,,,,1,1,1,1,0,,0,1978/11/22,1987/5/19,67106,0,0,0,0,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.803,132.858,156,6.5,,,,,,1,1,1,1,0,,0,1987/5/20,1988/7/4,67106,0,0,0,1,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,6.5,,,,,,1,1,1,1,0,,0,1988/7/5,2008/3/3,67106,0,0,0,0,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,6.5,,,,,,1,1,1,1,0,,0,2008/3/4,2008/3/25,67106,0,0,0,4,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/1/22,67106,0,4,4,0,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,10,,,,,,1,1,1,1,0,,0,2010/1/23,2021/3/1,67106,0,0,0,0,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/23,67106,0,0,0,6,0,,0
67106,三次,ミヨシ,MIYOSHI,,,,34.812,132.85,159,9.9,,,,,,1,1,1,2,0,,1,2023/5/24,9999-99-99,67106,0,0,0,0,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/2/22,67116,1,1,1,1,1,,1
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,15.5,,,,,,1,1,1,1,0,,0,1976/2/23,1977/5/9,67116,0,0,0,0,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.7,,,,,,1,1,1,1,0,,0,1977/5/10,1987/12/10,67116,0,0,0,0,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.7,,,,,,1,1,1,1,0,,0,1987/12/11,1991/3/10,67116,0,0,0,1,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.6,,,,,,1,1,1,1,0,,0,1991/3/11,2005/11/17,67116,0,0,0,0,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.6,,,,,,1,1,1,1,0,,0,2005/11/18,2009/2/9,67116,0,0,0,4,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.6,,,,,,1,1,1,1,0,,0,2009/2/10,2021/3/1,67116,0,4,4,0,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.6,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/24,67116,0,0,0,6,0,,0
67116,庄原,ショウバラ,SHOBARA,,,,34.86,133.023,300,10.5,,,,,,1,1,1,2,0,,1,2023/5/25,9999-99-99,67116,0,0,0,0,0,,0
67126,東城,トウジョウ,TOJO,,,,34.895,133.277,310,,,,,,,1,0,0,0,0,,0,1975/4/28,9999-99-99,67126,1,1,1,1,1,,1
67136,八幡,ヤワタ,YAWATA,,,,34.708,132.172,775,,,,,,,1,0,0,0,0,,0,1978/7/5,1990/10/30,67136,1,1,1,1,1,,1
67136,八幡,ヤワタ,YAWATA,八幡,ヤワタ,YAWATA,34.708,132.172,775,,,,34.708,132.173,774,1,0,0,0,1,,0,1990/10/31,2005/11/24,67136,0,0,0,0,0,,0
67136,八幡,ヤワタ,YAWATA,八幡,ヤワタ,YAWATA,34.708,132.173,774,,,,34.708,132.173,774,1,0,0,0,1,,0,2005/11/25,9999-99-99,67136,0,0,0,0,0,,0
67151,大朝,オオアサ,OASA,,,,34.768,132.463,385,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/12/22,67151,1,1,1,1,1,,1
67151,大朝,オオアサ,OASA,,,,34.768,132.463,385,6.5,,,,,,1,1,1,1,0,,0,1977/12/23,1985/11/13,67151,0,0,0,0,0,,0
67151,大朝,オオアサ,OASA,,,,34.768,132.463,385,6.5,,,,,,1,1,1,1,0,,0,1985/11/14,1990/10/30,67151,0,0,0,1,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,385,6.5,,,34.768,132.463,385,1,1,1,1,1,,0,1990/10/31,2005/11/30,67151,0,0,0,0,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,385,6.5,,,34.768,132.463,385,1,1,1,1,1,,0,2005/12/1,2009/2/16,67151,0,0,0,4,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,385,6.5,,,34.768,132.463,385,1,1,1,1,1,,0,2009/2/17,2010/1/18,67151,0,4,4,0,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,385,10,,,34.768,132.463,385,1,1,1,1,1,,0,2010/1/19,2014/9/18,67151,0,0,0,0,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,399,10,,,34.768,132.463,399,1,1,1,1,1,,0,2014/9/19,2021/3/1,67151,0,0,0,0,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,399,10,,,34.768,132.463,399,1,1,1,2,1,,0,2021/3/2,2021/10/27,67151,0,0,0,6,0,,0
67151,大朝,オオアサ,OASA,大朝,オオアサ,OASA,34.768,132.463,399,9.9,,,34.768,132.463,399,1,1,1,2,1,,1,2021/10/28,9999-99-99,67151,0,0,0,0,0,,0
67161,美土里,ミドリ,MIDORI,,,,34.722,132.655,318,,,,,,,1,0,0,0,0,,0,2005/12/8,9999-99-99,67161,1,1,1,1,1,,1
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,6.5,,,,,,1,1,1,1,0,,0,1978/12/1,1987/10/14,67191,1,1,1,1,1,,1
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,6.5,,,,,,1,1,1,1,0,,0,1987/10/15,2008/2/28,67191,0,0,0,1,0,,0
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,6.5,,,,,,1,1,1,1,0,,0,2008/2/29,2008/3/25,67191,0,0,0,4,0,,0
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/2/7,67191,0,4,4,0,0,,0
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,10,,,,,,1,1,1,1,0,,0,2010/2/8,2021/3/1,67191,0,0,0,0,0,,0
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/15,67191,0,0,0,6,0,,0
67191,油木,ユキ,YUKI,,,,34.763,133.278,510,9.9,,,,,,1,1,1,2,0,,1,2023/5/16,9999-99-99,67191,0,0,0,0,0,,0
67211,王泊,オオドマリ,ODOMARI,,,,34.698,132.312,525,,,,,,,1,0,0,0,0,,0,1978/6/7,9999-99-99,67211,1,1,1,1,1,,1
67212,加計,カケ,KAKE,,,,34.61,132.32,210,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/23,67212,1,1,1,1,1,,1
67212,加計,カケ,KAKE,,,,34.61,132.32,210,6.5,,,,,,1,1,1,1,0,,0,1978/11/24,1987/5/26,67212,0,0,0,0,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,6.5,,,,,,1,1,1,1,0,,0,1987/5/27,2006/11/1,67212,0,0,0,1,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,6.5,,,,,,1,1,1,1,0,,0,2006/11/2,2009/2/23,67212,0,0,0,4,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,6.5,,,,,,1,1,1,1,0,,0,2009/2/24,2010/3/1,67212,0,4,4,0,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,10,,,,,,1,1,1,1,0,,0,2010/3/2,2021/3/1,67212,0,0,0,0,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,10,,,,,,1,1,1,2,0,,0,2021/3/2,2021/11/10,67212,0,0,0,6,0,,0
67212,加計,カケ,KAKE,,,,34.61,132.32,210,9.9,,,,,,1,1,1,2,0,,1,2021/11/11,9999-99-99,67212,0,0,0,0,0,,0
67216,海見山,カイケンザン,KAIKENZAN,,,,34.607,132.478,805,,,,,,,1,0,0,0,0,,0,1974/11/1,2005/12/6,67216,1,1,1,1,1,,1
67217,都志見,ツシミ,TSUSHIMI,,,,34.647,132.443,400,,,,,,,1,0,0,0,0,,0,2005/12/6,9999-99-99,67217,1,1,1,1,1,,1
67231,甲田,コウダ,KODA,,,,34.695,132.76,185,,,,,,,1,0,0,0,0,,0,1975/4/28,9999-99-99,67231,1,1,1,1,1,,1
67251,上下,ジョウゲ,JOGE,,,,34.697,133.127,354,,,,,,,1,0,0,0,0,,0,1974/11/1,2000/3/5,67251,1,1,1,1,1,,1
67251,上下,ジョウゲ,JOGE,,,,34.693,133.117,384,,,,,,,1,0,0,0,0,,0,2000/3/6,9999-99-99,67251,0,0,0,0,0,,0
67271,内黒山,ウチグロヤマ,UCHIGUROYAMA,,,,34.595,132.177,980,,,,,,,1,0,0,0,0,,0,1974/11/1,1981/9/10,67271,1,1,1,1,1,,1
67271,内黒山,ウチグロヤマ,UCHIGUROYAMA,,,,34.59,132.182,935,,,,,,,1,0,0,0,0,,0,1981/9/11,2010/2/3,67271,0,0,0,0,0,,0
67271,内黒山,ウチグロヤマ,UCHIGUROYAMA,,,,34.597,132.177,987,,,,,,,1,0,0,0,0,,0,2010/2/4,9999-99-99,67271,0,0,0,0,0,,0
67291,可部,カベ,KABE,,,,34.518,132.508,30,,,,,,,1,0,0,0,0,,0,1975/4/28,1979/1/15,67291,1,1,1,1,1,,1
67291,可部,カベ,KABE,,,,34.518,132.508,30,20.9,,,,,,1,1,1,1,0,,0,1979/1/16,1987/12/10,67291,0,0,0,0,0,,0
67291,可部,カベ,KABE,,,,34.518,132.508,30,20.9,,,,,,1,1,1,1,0,,0,1987/12/11,2001/12/19,67291,0,0,0,1,0,,0
67292,三入,ミイリ,MIIRI,,,,34.545,132.53,70,6.4,,,,,,1,1,1,1,0,,0,2001/12/20,2008/2/12,67291,0,1,0,0,0,,0
67292,三入,ミイリ,MIIRI,,,,34.545,132.53,70,6.4,,,,,,1,1,1,1,0,,0,2008/2/13,2008/3/25,67292,0,0,0,4,0,,0
67292,三入,ミイリ,MIIRI,,,,34.545,132.53,70,6.4,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,67292,0,4,4,0,0,,0
67292,三入,ミイリ,MIIRI,,,,34.545,132.53,70,6.4,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/22,67292,0,0,0,6,0,,0
67292,三入,ミイリ,MIIRI,,,,34.545,132.53,70,6.3,,,,,,1,1,1,2,0,,1,2023/5/23,9999-99-99,67292,0,0,0,0,0,,0
67306,安宿,アスカ,ASUKA,,,,34.567,132.838,363,,,,,,,1,0,0,0,0,,0,2010/1/28,9999-99-99,67306,1,1,1,1,1,,1
67316,世羅,セラ,SERA,,,,34.585,133.053,330,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/2/22,67316,1,1,1,1,1,,1
67316,世羅,セラ,SERA,,,,34.585,133.053,330,6.5,,,,,,1,1,1,1,0,,0,1977/2/23,1987/11/16,67316,0,0,0,0,0,,0
67316,世羅,セラ,SERA,,,,34.585,133.053,330,6.5,,,,,,1,1,1,1,0,,0,1987/11/17,2006/3/8,67316,0,0,0,1,0,,0
67316,世羅,セラ,SERA,,,,34.583,133.05,350,8,,,,,,1,1,1,1,0,,0,2006/3/9,2008/2/25,67316,0,0,0,0,0,,0
67316,世羅,セラ,SERA,,,,34.583,133.05,350,8,,,,,,1,1,1,1,0,,0,2008/2/26,2008/3/25,67316,0,0,0,4,0,,0
67316,世羅,セラ,SERA,,,,34.583,133.05,350,8,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,67316,0,4,4,0,0,,0
67316,世羅,セラ,SERA,,,,34.583,133.05,350,8,,,,,,1,1,1,2,0,,0,2021/3/2,2022/11/9,67316,0,0,0,6,0,,0
67316,世羅,セラ,SERA,,,,34.583,133.05,350,7.9,,,,,,1,1,1,2,0,,1,2022/11/10,9999-99-99,67316,0,0,0,0,0,,0
67326,府中,フチュウ,FUCHU,,,,34.583,133.237,100,,,,,,,1,0,0,0,0,,0,1975/4/28,1979/1/10,67326,1,1,1,1,1,,1
67326,府中,フチュウ,FUCHU,,,,34.583,133.237,100,6.5,,,,,,1,1,1,1,0,,0,1979/1/11,1986/6/11,67326,0,0,0,0,0,,0
67326,府中,フチュウ,FUCHU,,,,34.583,133.237,100,6.5,,,,,,1,1,1,1,0,,0,1986/6/12,2004/8/26,67326,0,0,0,1,0,,0
67326,府中,フチュウ,FUCHU,,,,34.562,133.232,70,9.5,,,,,,1,1,1,1,0,,0,2004/8/27,2008/2/21,67326,0,0,0,0,0,,0
67326,府中,フチュウ,FUCHU,,,,34.562,133.232,70,9.5,,,,,,1,1,1,1,0,,0,2008/2/22,2008/3/25,67326,0,0,0,4,0,,0
67326,府中,フチュウ,FUCHU,,,,34.562,133.232,70,9.5,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,67326,0,4,4,0,0,,0
67326,府中,フチュウ,FUCHU,,,,34.562,133.232,70,9.5,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/14,67326,0,0,0,6,0,,0
67326,府中,フチュウ,FUCHU,,,,34.562,133.232,70,9.4,,,,,,1,1,1,2,0,,1,2023/5/15,9999-99-99,67326,0,0,0,0,0,,0
67351,佐伯湯来,サエキユキ,SAEKIYUKI,,,,34.498,132.29,206,,,,,,,1,0,0,0,0,,0,2005/12/2,9999-99-99,67351,1,1,1,1,1,,1
67356,恵下谷山,エゲタニヤマ,EGETANIYAMA,,,,34.49,132.328,820,,,,,,,1,0,0,0,0,,0,1974/11/1,1991/5/22,67356,1,1,1,1,1,,1
67356,恵下谷山,エゲタニヤマ,EGETANIYAMA,,,,34.485,132.33,790,,,,,,,1,0,0,0,0,,0,1991/5/23,2005/12/2,67356,0,0,0,0,0,,0
67371,志和,シワ,SHIWA,,,,34.498,132.66,215,,,,,,,1,0,0,0,0,,0,1977/6/30,9999-99-99,67371,1,1,1,1,1,,1
67376,西条,サイジョウ,SAIJO,,,,34.428,132.735,215,,,,,,,1,0,0,0,0,,0,1974/11/1,1979/1/16,67376,1,1,1,1,1,,1
67376,西条,サイジョウ,SAIJO,,,,34.428,132.735,215,6.5,,,,,,1,1,1,1,0,,0,1979/1/17,1986/11/27,67376,0,0,0,0,0,,0
67376,西条,サイジョウ,SAIJO,,,,34.428,132.735,215,6.5,,,,,,1,1,1,1,0,,0,1986/11/28,1989/11/29,67376,0,0,0,1,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHIHIROSHIMA,,,,34.417,132.698,224,6.5,,,,,,1,1,1,1,0,,0,1989/11/30,2007/3/26,67376,0,0,0,0,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHIHIROSHIMA,,,,34.417,132.7,224,10,,,,,,1,1,1,1,0,,0,2007/3/27,2008/2/14,67376,0,0,0,0,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHIHIROSHIMA,,,,34.417,132.7,224,10,,,,,,1,1,1,1,0,,0,2008/2/15,2008/3/25,67376,0,0,0,4,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHIHIROSHIMA,,,,34.417,132.7,224,10,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,67376,0,4,4,0,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHIHIROSHIMA,,,,34.417,132.7,224,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/9,67376,0,0,0,6,0,,0
67376,東広島,ヒガシヒロシマ,HIGASHI-HIROSHIMA,,,,34.417,132.7,224,9.9,,,,,,1,1,1,2,0,,1,2023/5/10,9999-99-99,67376,0,0,0,0,0,,0
67381,河内,コウチ,KOCHI,,,,34.468,132.893,90,,,,,,,1,0,0,0,0,,0,1975/4/28,2010/1/28,67381,1,1,1,1,1,,1
67386,本郷,ホンゴウ,HONGO,,,,34.435,132.918,331,10.2,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/28,67386,1,1,1,1,1,,1
67386,本郷,ホンゴウ,HONGO,,,,34.435,132.918,331,10.2,,,,,,1,1,1,0,0,,0,2009/1/29,2023/1/25,67386,0,4,4,0,0,,0
67386,本郷,ホンゴウ,HONGO,,,,34.435,132.918,331,10,,,,,,1,1,1,0,0,,0,2023/1/26,9999-99-99,67386,0,0,0,0,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/12/15,67401,1,1,1,1,1,,1
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,13.8,,,,,,1,1,1,1,0,,0,1975/12/16,1987/12/31,67401,0,0,0,0,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,13.8,,,,,,1,1,1,1,0,,0,1988/1/1,2002/2/12,67401,0,0,0,1,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,13.7,,,,,,1,1,1,1,0,,0,2002/2/13,2008/3/25,67401,0,0,0,0,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,13.7,,,,,,1,1,1,1,0,,0,2008/3/26,2014/2/26,67401,0,4,4,0,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,14.4,,,,,,1,1,1,1,0,,0,2014/2/27,2021/3/1,67401,0,0,0,0,0,,0
67401,福山,フクヤマ,FUKUYAMA,,,,34.447,133.247,2,14.4,,,,,,1,1,1,1,0,,1,2021/3/2,9999-99-99,67401,0,0,0,0,0,,0
67421,佐伯,サエキ,SAEKI,,,,34.365,132.19,317,6.5,,,,,,1,1,1,1,0,,0,1978/12/1,1986/11/24,67421,1,1,1,1,1,,1
67421,佐伯,サエキ,SAEKI,,,,34.365,132.19,317,6.5,,,,,,1,1,1,1,0,,0,1986/11/25,2003/2/28,67421,0,0,0,1,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHITSUTA,,,,34.365,132.19,317,6.5,,,,,,1,1,1,1,0,,0,2003/3/1,2008/2/7,67421,0,0,0,0,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHITSUTA,,,,34.365,132.19,317,6.5,,,,,,1,1,1,1,0,,0,2008/2/8,2008/3/25,67421,0,0,0,4,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHITSUTA,,,,34.365,132.19,317,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/2/17,67421,0,4,4,0,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHITSUTA,,,,34.365,132.19,317,10,,,,,,1,1,1,1,0,,0,2010/2/18,2021/3/1,67421,0,0,0,0,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHITSUTA,,,,34.365,132.19,317,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/6/21,67421,0,0,0,6,0,,0
67421,廿日市津田,ハツカイチツタ,HATSUKAICHI-TSUTA,,,,34.365,132.19,317,9.9,,,,,,1,1,1,2,0,,1,2023/6/22,9999-99-99,67421,0,0,0,0,0,,0
67436,広島,ヒロシマ,HIROSHIMA,,,,34.365,132.433,29,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/21,67436,1,1,1,1,1,,1
67436,広島,ヒロシマ,HIROSHIMA,,,,34.365,132.433,29,19.4,,,,,,1,1,1,1,0,,0,1975/3/22,1985/12/31,67436,0,0,0,0,0,,0
67436,広島,ヒロシマ,HIROSHIMA,,,,34.365,132.433,29,19.4,,,,,,1,1,1,1,0,,0,1986/1/1,1987/12/31,67436,0,0,0,1,0,,0
67437,広島,ヒロシマ,HIROSHIMA,,,,34.398,132.462,4,95.5,,,,,,1,1,1,1,0,,0,1987/12/31,2000/2/8,67436,0,1,0,0,0,,0
67437,広島,ヒロシマ,HIROSHIMA,,,,34.398,132.462,4,95.4,,,,,,1,1,1,1,0,,0,2000/2/9,2008/3/25,67437,0,0,0,0,0,,0
67437,広島,ヒロシマ,HIROSHIMA,,,,34.398,132.462,4,95.4,,,,,,1,1,1,1,0,,0,2008/3/26,2012/3/13,67437,0,4,4,0,0,,0
67437,広島,ヒロシマ,HIROSHIMA,広島,ヒロシマ,HIROSHIMA,34.398,132.462,4,95.4,,,34.398,132.462,4,1,1,1,1,1,,0,2012/3/14,2021/3/1,67437,0,0,0,0,0,,0
67437,広島,ヒロシマ,HIROSHIMA,広島,ヒロシマ,HIROSHIMA,34.398,132.462,4,95.4,,,34.398,132.462,4,1,1,1,1,1,,1,2021/3/2,9999-99-99,67437,0,0,0,0,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,,,,,,,1,0,0,0,0,,0,1974/11/1,1979/1/11,67461,1,1,1,1,1,,1
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,6.5,,,,,,1,1,1,1,0,,0,1979/1/12,1986/7/15,67461,0,0,0,0,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,6.5,,,,,,1,1,1,1,0,,0,1986/7/16,2008/2/19,67461,0,0,0,1,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,6.5,,,,,,1,1,1,1,0,,0,2008/2/20,2008/3/25,67461,0,0,0,4,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/2/18,67461,0,4,4,0,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,10,,,,,,1,1,1,1,0,,0,2010/2/19,2021/3/1,67461,0,0,0,0,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/24,67461,0,0,0,6,0,,0
67461,竹原,タケハラ,TAKEHARA,,,,34.33,132.982,5,9.9,,,,,,1,1,1,2,0,,1,2023/4/25,9999-99-99,67461,0,0,0,0,0,,0
67471,因島,インノシマ,INNOSHIMA,,,,34.298,133.157,17,,,,,,,1,0,0,0,0,,0,1974/11/1,1979/1/11,67471,1,1,1,1,1,,1
67471,因島,インノシマ,INNOSHIMA,,,,34.298,133.157,17,6.5,,,,,,1,1,1,1,0,,0,1979/1/12,1987/11/18,67471,0,0,0,0,0,,0
67471,因島,インノシマ,INNOSHIMA,,,,34.298,133.157,17,6.5,,,,,,1,1,1,1,0,,0,1987/11/19,2009/2/26,67471,0,0,0,1,0,,0
67471,生口島,イクチジマ,IKUCHIJIMA,,,,34.278,133.123,3,10,,,,,,1,1,1,1,0,,0,2009/2/27,2021/3/1,67471,0,4,4,4,0,,0
67471,生口島,イクチジマ,IKUCHIJIMA,,,,34.278,133.123,3,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/25,67471,0,0,0,6,0,,0
67471,生口島,イクチジマ,IKUCHIJIMA,,,,34.278,133.123,3,9.9,,,,,,1,1,1,2,0,,1,2023/4/26,9999-99-99,67471,0,0,0,0,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.213,132.22,5,,,,,,,1,0,0,0,0,,0,1974/11/1,1979/1/15,67496,1,1,1,1,1,,1
67496,大竹,オオタケ,OTAKE,,,,34.213,132.22,5,6.5,,,,,,1,1,1,1,0,,0,1979/1/16,1987/9/20,67496,0,0,0,0,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.213,132.22,5,6.5,,,,,,1,1,1,1,0,,0,1987/9/21,1996/2/29,67496,0,0,0,1,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.222,132.22,1,25.1,,,,,,1,1,1,1,0,,0,1996/3/1,2008/2/5,67496,0,0,0,0,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.222,132.22,1,25.1,,,,,,1,1,1,1,0,,0,2008/2/6,2008/3/25,67496,0,0,0,4,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.222,132.22,1,25.1,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,67496,0,4,4,0,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.222,132.22,1,25.1,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/19,67496,0,0,0,6,0,,0
67496,大竹,オオタケ,OTAKE,,,,34.222,132.22,1,25,,,,,,1,1,1,2,0,,1,2023/4/20,9999-99-99,67496,0,0,0,0,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/12/9,67511,1,1,1,1,1,,1
67511,呉,クレ,KURE,,,,34.24,132.55,4,17.5,,,,,,1,1,1,1,0,,0,1975/12/10,1988/12/31,67511,0,0,0,0,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,17.5,,,,,,1,1,1,1,0,,0,1989/1/1,2002/2/12,67511,0,0,0,1,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,17.4,,,,,,1,1,1,1,0,,0,2002/2/13,2008/3/25,67511,0,0,0,0,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,17.4,,,,,,1,1,1,1,0,,0,2008/3/26,2010/3/30,67511,0,4,4,0,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,27.3,,,,,,1,1,1,1,0,,0,2010/3/31,2021/3/1,67511,0,0,0,0,0,,0
67511,呉,クレ,KURE,,,,34.24,132.55,4,27.3,,,,,,1,1,1,1,0,,1,2021/3/2,9999-99-99,67511,0,0,0,0,0,,0
67566,倉橋,クラハシ,KURAHASHI,,,,34.103,132.503,5,,,,,,,1,0,0,0,0,,0,1974/11/1,2012/2/15,67566,1,1,1,1,1,,1
67566,倉橋,クラハシ,KURAHASHI,,,,34.092,132.488,3,,,,,,,1,0,0,0,0,,0,2012/2/16,9999-99-99,67566,0,0,0,0,0,,0
67576,呉市蒲刈,クレシカマガリ,KURE-SHI-KAMAGARI,,,,34.165,132.748,48,10,,,,,,1,1,1,1,0,,0,2009/2/25,2021/3/1,67576,1,5,5,5,1,,1
67576,呉市蒲刈,クレシカマガリ,KURE-SHI-KAMAGARI,,,,34.165,132.748,48,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/5/10,67576,0,0,0,6,0,,0
67576,呉市蒲刈,クレシカマガリ,KURE-SHI-KAMAGARI,,,,34.165,132.748,48,9.9,,,,,,1,1,1,2,0,,1,2023/5/11,9999-99-99,67576,0,0,0,0,0,,0
67581,久比,クビ,KUBI,,,,34.182,132.83,4,,,,,,,1,0,0,0,0,,0,1975/4/28,1979/1/17,67581,1,1,1,1,1,,1
67581,久比,クビ,KUBI,,,,34.182,132.83,4,12.4,,,,,,1,1,1,1,0,,0,1979/1/18,1987/10/25,67581,0,0,0,0,0,,0
67581,久比,クビ,KUBI,,,,34.182,132.83,4,12.4,,,,,,1,1,1,1,0,,0,1987/10/26,2009/2/24,67581,0,0,0,1,0,,0
