#,Prefectural Development Bureau,AMeDAS station number,"Surface station station number (in the data,  it has 47 at the beginning)",Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Roman alphabet,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
445,IBARAKI,40191,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KASAMA,36,23.7,140,14.4,72,10,1.5,#1978.1.31,-,-,湿度を除く
446,IBARAKI,40201,47629,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MITO,36,22.8,140,28,29,14.1,-,#1975.3.3,-,40900,-
447,IBARAKI,40221,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KOGA,36,12.1,139,43,20,10,1.5,#1978.1.11,-,-,湿度を除く
448,IBARAKI,40231,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIMODATE,36,16.9,139,59.3,24,6.5,1.5,2001.12.10,-,-,湿度を除く
449,IBARAKI,40241,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAKIOKA,36,14,140,11.3,27,-,-,1975.5.20,-,-,-
450,IBARAKI,40251,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MINORI,36,14.2,140,19.5,25,-,-,1975.5.20,-,-,-
451,IBARAKI,40281,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIMOTSUMA,36,10.1,139,56.7,20,10,1.5,#1978.1.11,-,-,湿度を除く
452,IBARAKI,40311,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HOKOTA,36,10.1,140,31.6,32,9.9,1.5,1978.1.31,-,-,-
453,IBARAKI,40326,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,IWAI,36,2.1,139,53.6,16,-,-,#,-,-,-
454,IBARAKI,40336,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,NAGAMINE,36,3.4,140,7.5,25,20.4,-,1990.3.9,-,40905,-
455,IBARAKI,40341,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TSUCHIURA,36,6.2,140,13.2,26,10,1.5,#1978.1.12,-,-,湿度を除く
456,IBARAKI,40391,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,EDOSAKI,35,57.6,140,19.2,25,-,-,1975.3.28,-,-,-
457,IBARAKI,40406,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KASHIMA,35,57.8,140,37.3,37,10,1.5,#1978.1.17,-,-,湿度を除く
458,IBARAKI,40426,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,RYUGASAKI,35,53.4,140,12.7,4,9.4,1.5,(1975.5.20)1978.12.19,-,-,湿度を除く
459,TOCHIGI,41011,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NASU,37,7.4,140,2.1,749,6.6,1.5,#1977.11.9,-,41900,-
460,TOCHIGI,41076,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,IKARI,36,55.3,139,41.7,620,10,1.5,(1975.5.20)1977.11.10,-,-,湿度を除く
461,TOCHIGI,41091,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KUROISO,36,58.9,140,1.1,343,9.9,1.5,#1977.12.26,-,-,-
462,TOCHIGI,41116,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,DOROBU,36,53.5,139,34.1,925,10,1.5,1977.11.10,-,41905,湿度を除く
463,TOCHIGI,41141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OTAWARA,36,50.4,140,2.1,188,9.9,1.5,#1976.2.20,-,-,-
464,TOCHIGI,41166,47690,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,NIKKO,36,44.3,139,30,1292,11.3,-,#1975.11.27,-,41910,-
465,TOCHIGI,41172,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NIKKOHIGASHIMACHI,36,45,139,36.9,561,10.4,1.5,2022.11.16,-,-,湿度を除く
466,TOCHIGI,41181,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIOYA,36,45.4,139,53,225,10.5,1.5,1978.12.21,-,-,湿度を除く
467,TOCHIGI,41211,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ASHIO,36,38.8,139,26.9,650,-,-,1975.5.20,-,-,-
468,TOCHIGI,41241,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAKANEZAWA,36,36.4,139,59.9,148,-,-,#,-,-,-
469,TOCHIGI,41247,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NASU-KARASUYAMA,36,38.5,140,7,82,10.5,1.5,19901.2.24,-,-,湿度を除く
470,TOCHIGI,41271,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KANUMA,36,35.5,139,44.1,165,10.5,1.5,#1978.1.9,-,-,湿度を除く
471,TOCHIGI,41277,47615,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,UTSUNOMIYA,36,32.9,139,52.1,119,49.4,-,1989.12.20,-,41915,-
472,TOCHIGI,41311,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KUZUU,36,25.9,139,35.4,120,-,-,#,-,-,-
473,TOCHIGI,41331,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MOOKA,36,28.6,139,59.2,91,10,1.5,#1978.1.10,-,-,湿度を除く
474,TOCHIGI,41356,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ASHIKAGA,36,20.5,139,27.7,35,-,-,#,-,-,-
475,TOCHIGI,41361,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SANO,36,21.8,139,34.2,68,10.8,1.5,(1975.5.20)1978.1.9,-,-,湿度を除く
476,TOCHIGI,41371,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOCHIGI,36,22.4,139,42.2,65,-,-,#,-,-,-
477,TOCHIGI,41376,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OYAMA,36,20.3,139,49.8,44,15.8,1.5,#1978.1.10,-,-,湿度を除く
478,GUNMA,42046,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,FUJIWARA,36,51.8,139,3.5,700,9.9,4,1977.11.11,-,42900,-
479,GUNMA,42091,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,MINAKAMI,36,46.4,138,57.9,524,10,3,(1975.5.20)1977.12.23,-,42905,-
480,GUNMA,42106,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KATASHINA,36,46.3,139,14.3,861,-,-,1977.7.19,-,-,-
481,GUNMA,42121,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KUSATSU,36,37,138,35.5,1223,7.5,2.5,#1977.12.23,-,42910,湿度を除く
482,GUNMA,42146,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,NUMATA,36,40.1,139,1.3,390,9.9,1.5,#1977.12.21,-,-,-
483,GUNMA,42186,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAKANOJO,36,35.2,138,51,354,10,1.5,(1975.5.20)1977.12.21,-,-,湿度を除く
484,GUNMA,42221,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TASHIRO,36,27.8,138,27.8,1230,10,2,#1977.12.22,-,-,湿度を除く
485,GUNMA,42241,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HARUNASAN,36,28.3,138,52.4,1088,-,-,#,-,-,-
486,GUNMA,42251,47624,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,MAEBASHI,36,24.3,139,3.6,112,-,-,#1975.2.27,-,42915,気温、雨
487,GUNMA,42251,47624,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,MAEBASHI,36,23.2,139,2.3,112,12.6,-,#1975.2.27,-,-,風、日照
488,GUNMA,42261,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KUROHONE,36,30.1,139,17,285,-,-,1978.6.16,-,-,-
489,GUNMA,42266,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KIRYU,36,24.6,139,19.5,117,10,1.5,#1976.2.5,-,-,湿度を除く
490,GUNMA,42286,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KAMISATOMI,36,22.6,138,53.7,183,6.5,1.5,#1977.12.19,-,-,湿度を除く
491,GUNMA,42302,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ISESAKI,36,19.9,139,9.9,64,12,1.5,1998.7.27,-,-,湿度を除く
492,GUNMA,42326,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NISHI-NOMAKI,36,14.7,138,42.4,375,10,1.5,#1977.12.20,-,-,湿度を除く
493,GUNMA,42341,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUJIOKA,36,14.5,139,4.2,95,-,-,#,-,-,-
494,GUNMA,42366,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TATEBAYASHI,36,14.4,139,30.8,23,10.1,1.5,#1978.12.22,-,-,湿度を除く
495,GUNMA,42396,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MAMBA,36,6.5,138,53.8,357,8.5,1.5,1977.11.17,-,-,湿度を除く
496,SAITAMA,43051,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YORII,36,6.3,139,11,128,10,1.5,(1975.5.17)1977.12.19,-,-,湿度を除く
497,SAITAMA,43056,47626,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,KUMAGAYA,36,9,139,22.8,30,16.7,-,#1975.3.3,-,43905,-
498,SAITAMA,43091,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMIYOSHIDA,36,3.2,138,58.8,275,-,-,1977.8.25,-,-,-
499,SAITAMA,43121,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KONOSU,36,3.9,139,31.3,15,-,-,1975.6.11,-,-,-
500,SAITAMA,43126,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KUKI,36,5.2,139,38.1,12,10,1.5,#1977.12.20,-,-,湿度を除く
501,SAITAMA,43151,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MITSUMINE,35,55.6,138,55.4,975,-,-,1975.5.16,-,-,-
502,SAITAMA,43156,47641,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,CHICHIBU,35,59.4,139,4.4,232,17.2,-,#1975.11.28,-,43900,-
503,SAITAMA,43157,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,URAYAMA,35,55.2,139,4.2,400,-,-,1977.6.28,-,-,-
504,SAITAMA,43162,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOKIGAWA,35,59.4,139,12.4,295,-,-,2000.4.28,-,-,-
505,SAITAMA,43171,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HATOYAMA,35,59.1,139,20.1,44,6.5,1.5,1977.12.22,-,-,湿度を除く
506,SAITAMA,43231,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HANNO,35,50.3,139,19.3,84,-,-,#,-,-,-
507,SAITAMA,43241,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,URAWA,35,52.5,139,35.2,8,9.9,1.5,#1977.12.22,-,43910,-
508,SAITAMA,43256,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KOSHIGAYA,35,53,139,45.4,3,10,1.5,#1977.12.20,-,-,-
509,SAITAMA,43266,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TOKOROZAWA,35,46.4,139,24.8,119,10,1.5,(1975.6.11)1977.12.21,-,-,湿度を除く
510,TOKYO,44046,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OGOCHI,35,47.5,139,3,530,9.9,1.5,#1976.12.15,-,-,-
511,TOKYO,44051,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OZAWA,35,44.1,139,7.4,420,-,-,1977.8.2,-,-,-
512,TOKYO,44056,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OME,35,47.3,139,18.7,155,10,1.5,(1975.5.16)1976.12.14,-,-,湿度を除く
513,TOKYO,44071,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NERIMA,35,44.3,139,35.5,51,11.3,1.5,19904.12.26,-,-,湿度を除く
514,TOKYO,44112,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HACHIOJI,35,40,139,19,123,49.8,1.5,1983.9.30,-,-,湿度を除く
515,TOKYO,44116,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,FUCHU,35,41,139,29,59,9.3,1.5,1976.12.14,-,-,湿度を除く
516,TOKYO,44126,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SETAGAYA,35,37.6,139,37.2,35,-,-,#,-,-,-
517,TOKYO,44132,47662,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,TOKYO,35,41.5,139,45,25,-,-,2007.11.1,-,44900,気温、雨
518,TOKYO,44132,47662,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,TOKYO,35,41.5,139,45.1,20,35.3,-,2007.11.1,-,-,風、日照
519,TOKYO,44136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIMKIBA,35,38.3,139,51.8,5,10.2,1.5,#1976.12.13,-,-,湿度を除く
520,TOKYO,44166,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,HANEDA,35,33.2,139,46.8,6,10,-,#1993.10.12,-,-,日照・湿度・気圧を除く
521,TOKYO,44172,47675,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,OSHIMA,34,44.9,139,21.7,74,27.1,-,1991.12.18,-,-,-
522,TOKYO,44173,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,OSHIMA-KITANOYAMA,34,46.9,139,21.6,38,9,-,2003.1.1,-,-,日照・湿度・気圧を除く
523,TOKYO,44191,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOSHIMA,34,31.7,139,16.9,100,-,-,19906.7.25,-,-,-
524,TOKYO,44207,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,KAWAHARA,34,22.1,139,16.1,29,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
525,TOKYO,44216,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,KINNAGA,34,11.3,139,8,138,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
526,TOKYO,44226,47677,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,MIYAKEJIMA,34,7.4,139,31.2,38,13.2,-,#1975.12.10,-,-,-
527,TOKYO,44228,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,MIYAKETSUBOTA,34,4.4,139,33.6,20,6.5,-,2000.9.11,-,-,日照・湿度・気圧を除く
528,TOKYO,44262,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,YAEMIGAHARA,33,6.9,139,47.1,92,10.3,-,2003.1.1,-,-,日照・湿度・気圧を除く
529,TOKYO,44263,47678,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,N,HACHIJOJIMA,33,7.3,139,46.7,151,-,-,1975.3.13,-,-,気温、雨
530,TOKYO,44263,47678,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,N,HACHIJOJIMA,33,6.2,139,47,74,18.1,-,1975.3.13,-,-,風、日照
531,TOKYO,44281,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AOGASHIMA,32,28,139,45.6,272,-,-,19906.7.31,-,-,-
532,TOKYO,44301,47971,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,CHICHIJIMA,27,5.5,142,11.4,3,15.8,-,1986.3.18,-,-,-
533,TOKYO,44316,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HAHAJIMA,26,38.1,142,9.7,32,-,-,2007.8.29,-,-,-
534,TOKYO,44356,47991,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,MINAMITORISHIMA,24,17.3,153,59,7,15.8,-,19902.6.1,-,-,-
535,SHIZUOKA,50066,47639,M,Ground Weather Observation Equipment,N,Y,N,N,N,Y,N,FUJISAN,35,21.6,138,43.6,3775,-,-,2004.8.26,-,-,気温、日照
536,CHIBA,45061,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ABIKO,35,51.8,140,6.6,20,10,1.5,19902.3.11,-,-,湿度を除く
537,CHIBA,45081,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SAWARA,35,51.5,140,30.1,37,7.8,1.5,1999.10.12,-,-,-
538,CHIBA,45086,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TONOSHO,35,47.7,140,40.9,52,-,-,#,-,-,-
539,CHIBA,45106,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,FUNABASHI,35,42.7,140,2.6,28,7.9,1.5,1999.8.3,-,-,湿度を除く
540,CHIBA,45116,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SAKURA,35,43.7,140,12.7,5,10.3,1.5,(1975.4.16)1978.12.18,-,-,-
541,CHIBA,45121,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,NARITA,35,45.8,140,23.1,41,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
542,CHIBA,45147,47648,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,CHOSHI,35,44.3,140,51.4,20,28.2,-,1986.8.22,-,45900,-
543,CHIBA,45181,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,YOKOSHIBA,35,39.3,140,30.3,5,10,1.5,(1975.5.16)1978.1.10,-,-,-
544,CHIBA,45212,47682,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,CHIBA,35,36.1,140,6.2,3,47.9,-,1981.3.30,-,45905,-
545,CHIBA,45261,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MOBARA,35,26.2,140,17.6,11,10,1.5,#1978.1.11,-,-,-
546,CHIBA,45282,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KISARAZU,35,21.7,139,56.4,60,10,1.5,2006.9.22,-,-,-
547,CHIBA,45291,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,USHIKU,35,23.8,140,8.9,30,9.4,1.5,1978.1.11,-,-,-
548,CHIBA,45326,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SAKAHATA,35,14.1,140,5.9,120,10,1.5,1978.1.12,-,-,-
549,CHIBA,45331,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KUROHARA,35,15.1,140,12.9,70,-,-,1975.5.16,-,-,-
550,CHIBA,45346,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SAKUMA,35,7.3,139,50.2,10,-,-,#,-,-,-
551,CHIBA,45361,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KAMOGAWA,35,6.7,140,6,5,9.9,1.5,#1978.1.13,-,-,-
552,CHIBA,45371,47674,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,KATSUURA,35,9,140,18.7,12,15.2,-,#1975.12.7,-,-,-
553,CHIBA,45401,47672,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,TATEYAMA,34,59.2,139,51.9,6,21.8,-,#1975.3.12,-,-,-
554,KANAGAWA,46001,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SAGAMIKO,35,36.8,139,11.6,188,-,-,#,-,-,-
555,KANAGAWA,46046,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SAGAMIHARA,35,34.3,139,22.2,149,-,-,1975.5.16,-,-,-
556,KANAGAWA,46061,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIYOSHI,35,33.1,139,39,57,-,-,1975.5.16,-,-,-
557,KANAGAWA,46076,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KUROKURA,35,24.6,139,2.6,330,-,-,1976.5.26,-,-,-
558,KANAGAWA,46091,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ATSUGI,35,26,139,23.2,18,6.5,1.5,#1978.1.17,-,-,湿度を除く
559,KANAGAWA,46106,47670,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,YOKOHAMA,35,26.3,139,39.1,39,19.8,-,#1975.3.8,-,46900,-
560,KANAGAWA,46136,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIRATSUKA,35,20.7,139,18.3,20,-,-,1975.5.16,-,-,-
561,KANAGAWA,46141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TSUJIDO,35,19.2,139,27,5,9.9,1.5,1992.2.10,-,-,-
562,KANAGAWA,46161,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HAKONE,35,13.3,139,2.5,855,-,-,#,-,-,-
563,KANAGAWA,46166,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,ODAWARA,35,16.6,139,9.3,14,9.9,1.5,(1975.5.16)1978.1.17,-,-,-
564,KANAGAWA,46211,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MIURA,35,10.7,139,37.8,42,9.9,1.5,#1978.1.20,-,-,-
565,NAGANO,48031,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NOZAWAONSEN,36,54.7,138,26.5,576,10,3,#1978.11.16,-,48900,湿度を除く
566,NAGANO,48061,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SHINANOMACHI,36,48.5,138,11.8,685,9.5,3,#1978.11.17,-,48905,湿度を除く
567,NAGANO,48066,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,IIYAMA,36,52.5,138,22.5,313,9.9,3,#1978.11.16,-,48910,-
568,NAGANO,48097,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,OTARI,36,49.3,137,55.8,550,-,-,1983.10.13,-,48915,-
569,NAGANO,48141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HAKUBA,36,41.9,137,51.7,703,10,3,#1978.11.21,-,48920,湿度を除く
570,NAGANO,48146,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KINASA,36,41.3,137,57.9,778,-,-,1977.6.29,-,-,-
571,NAGANO,48156,47610,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,NAGANO,36,39.7,138,11.5,418,18.8,-,#1975.3.24,-,48925,-
572,NAGANO,48172,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KASADAKE,36,39.9,138,27.5,1473,-,-,1979.7.12,-,-,-
573,NAGANO,48191,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OMACHI,36,31.4,137,49.9,784,10,2,#1978.11.20,-,48930,湿度を除く
574,NAGANO,48196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHINSHUSHIMMACHI,36,32.9,137,59.8,509,9.5,1.5,#1978.11.17,-,-,湿度を除く
575,NAGANO,48216,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SUGADAIRA,36,31.9,138,19.5,1253,10,2,(1975.5.14)1978.11.15,-,48935,湿度を除く
576,NAGANO,48247,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIJIRI-KOGEN,36,29.2,138,4.1,985,-,-,1979.7.19,-,-,-
577,NAGANO,48256,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,UEDA,36,24,138,15.9,502,6.5,1.5,#1976.3.16,-,-,-
578,NAGANO,48296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HOTAKA,36,20.6,137,52.9,540,10,1.5,#1978.11.21,-,-,湿度を除く
579,NAGANO,48321,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TOBUMACHI,36,23,138,23,958,10,1.5,(1975.5.14)1978.12.1,-,-,湿度を除く
580,NAGANO,48331,47622,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,KARUIZAWA,36,20.5,138,32.8,999,-,-,#1975.12.2,-,48938,気温、雨
581,NAGANO,48331,47622,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,KARUIZAWA,36,20.1,138,33.8,950,18.5,-,#1975.12.2,-,-,風、日照
582,NAGANO,48346,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMIKOCHI,36,14.9,137,38,1510,-,-,1975.5.14,-,-,-
583,NAGANO,48361,47618,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MATSUMOTO,36,14.8,137,58.2,610,17.6,-,#1975.3.12,-,48936,-
584,NAGANO,48363,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,MATSUMOTO-IMAI,36,10,137,55.3,658,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
585,NAGANO,48371,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAKEYU,36,18.1,138,8.2,721,-,-,#,-,-,-
586,NAGANO,48381,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TATESHINA,36,16.3,138,18.8,715,10,1.5,1978.12.1,-,-,湿度を除く
587,NAGANO,48386,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SAKU,36,14.8,138,28.6,683,10,1.5,#1978.12.1,-,-,湿度を除く
588,NAGANO,48436,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHIRAKABAKO,36,6.3,138,13.7,1440,-,-,2004.9.9,-,-,-
589,NAGANO,48466,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAGAWA,36,5.3,137,41,1068,10,2,1978.11.22,-,-,湿度を除く
590,NAGANO,48491,47620,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,SUWA,36,2.7,138,6.5,760,-,-,1975.12.4,-,48937,気温、雨
591,NAGANO,48491,47620,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,SUWA,36,2.4,138,6.1,759,10.8,-,1975.12.4,-,-,風、日照
592,NAGANO,48516,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KITAAIKI,36,4.3,138,36.7,1185,-,-,2004.9.8,-,-,-
593,NAGANO,48531,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,KAIDA,35,56.3,137,36.1,1130,9.9,2,1978.11.24,-,48940,-
594,NAGANO,48536,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KISO-YABUHARA,35,56.2,137,47.2,985,11.3,1.5,2019.9.5,-,-,湿度を除く
595,NAGANO,48546,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TATSUNO,35,59,137,59,732,10,1.5,1978.11.30,-,-,湿度を除く
596,NAGANO,48556,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAKATO,35,57.2,138,6.5,1075,-,-,2004.9.9,-,-,-
