地点番号 観測点の種類（※1） 観測要素_気温 観測要素_降水量 観測要素_風向 観測要素_風速 観測要素_日照時間(※2) 観測要素_積雪深 観測要素_湿度 観測要素_気圧 緯度（[度, 分]） 経度（[度, 分]） 標高（m） 観測所名_漢字 観測所名_カタカタ 観測所名_アルファベット
	※1：Aは管区気象台・地方気象台・沖縄気象台、Bは測候所・特別地域気象観測所（元測候所）、Cは通常のアメダス、Dは父島気象観測所、Eは南鳥島気象観測所、Fは富士山特別気象観測所
	※2：Yevは、観測ではなく推計気象分布に基づく推定値で、2021年3月2日から気象官署・特別地域気象観測所を除く地域気象観測所において提供
11001, C, Y, Y, Y, Y, Yev, N, Y, N, [45,31.2], [141,56.1], 26, 宗谷岬, ソウヤミサキ, Cape Soya
51106, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,10.0], [136,57.9], 51, 名古屋, ナゴヤ, Nagoya
51116, C, Y, Y, Y, Y, Yev, N, Y, N, [35,7.9], [137,10.6], 75, 豊田, トヨタ, Toyota
51216, C, Y, Y, Y, Y, Yev, N, Y, N, [34,59.7], [136,56.6], 32, 大府, オオブ, Obu
51192, C, N, Y, N, N, N, N, N, N, [35,4.7], [137,24.8], 613, 阿蔵, アゾウ, Azo
51226, C, Y, Y, Y, Y, Yev, N, Y, N, [34,55.1], [137,11.6], 47, 岡崎, オカザキ, Okazaki
51241, C, N, Y, N, N, N, N, N, N, [34,58.6], [137,25.5], 532, 作手, ツクデ, Tsukude
51247, C, Y, Y, Y, Y, Yev, N, Y, N, [34,54.4], [137,31.1], 53, 新城, シンシロ, Shinshiro
51261, C, Y, Y, Y, Y, N, N, N, N, [34,51.5], [136,48.3], 4, セントレア, セントレア：中部国際空港, Centrair
51271, C, N, Y, N, N, N, N, N, N, [34,48.7], [137,1.7], 12, 一色, イッシキ, Isshiki
51281, C, Y, Y, Y, Y, Yev, N, Y, N, [34,50.7], [137,13.0], 55, 蒲郡, ガマゴオリ, Gamagori
51311, C, Y, Y, Y, Y, Yev, N, Y, N, [34,44.4], [136,56.3], 16, 南知多, ミナミチタ, Minamichita
51331, C, Y, Y, Y, Y, Yev, N, Y, N, [34,45.0], [137,20.5], 3, 豊橋, トヨハシ, Toyohashi
51346, B, Y, Y, Y, Y, Y, N, Y, Y, [34,37.7], [137,5.6], 6, 伊良湖, イラコ, Irako
51356, C, N, Y, N, N, N, N, N, N, [34,37.6], [137,13.3], 45, 田原, タハラ, Tahara
52041, C, Y, Y, Y, Y, Yev, Y, N, N, [36,18.3], [137,6.0], 471, 河合, カワイ, Kawai
52051, C, Y, Y, Y, Y, Yev, Y, N, N, [36,19.3], [137,18.5], 455, 神岡, カミオカ, Kamioka
52081, C, Y, Y, Y, Y, Yev, Y, N, N, [36,16.4], [136,53.8], 478, 白川, シラカワ, Shirakawa
52111, C, Y, Y, Y, Y, Yev, N, N, N, [36,14.9], [137,30.2], 765, 栃尾, トチオ, Tochio
52131, C, N, Y, N, N, N, N, N, N, [36,8.8], [136,54.5], 640, 御母衣, ミボロ, Miboro
52137, C, N, Y, N, N, N, N, N, N, [36,10.8], [137,2.7], 740, 清見, キヨミ, Kiyomi
52146, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,9.3], [137,15.2], 560, 高山, タカヤマ, Takayama
52152, C, N, Y, N, N, N, N, N, N, [36,11.2], [137,22.3], 910, 丹生川, ニュウカワ, Nyukawa
52173, C, N, Y, N, N, N, N, N, N, [36,0.6], [136,53.6], 885, ひるがの, ヒルガノ, Hirugano
52181, C, Y, Y, Y, Y, Yev, N, N, N, [36,3.6], [137,2.1], 1015, 六厩, ムマヤ, Mumaya
52192, C, N, Y, N, N, N, N, N, N, [36,2.1], [137,15.6], 880, 船山, フナヤマ, Mt.Funayama
52196, C, Y, Y, Y, Y, Yev, N, N, N, [36,0.9], [137,23.3], 930, 宮之前, ミヤノマエ, Miyanomae
52221, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,55.4], [136,49.9], 430, 長滝, ナガタキ, Nagataki
52286, C, Y, Y, Y, Y, Yev, N, Y, N, [35,53.3], [137,12.4], 425, 萩原, ハギワラ, Hagiwara
52321, C, N, Y, N, N, N, N, N, N, [35,43.4], [136,47.0], 351, 関市板取, セキシイタドリ, Itadori, Seki City
52331, C, Y, Y, Y, Y, Yev, N, N, N, [35,45.4], [136,58.7], 271, 八幡, ハチマン, Hachiman
52346, C, Y, Y, Y, Y, Yev, N, N, N, [35,45.8], [137,17.3], 450, 宮地, ミヤジ, Miyaji
52381, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,38.3], [136,36.1], 190, 樽見, タルミ, Tarumi
52406, C, Y, Y, Y, Y, Yev, N, N, N, [35,39.7], [137,9.6], 233, 金山, カナヤマ, Kanayama
52421, C, N, Y, N, N, N, N, N, N, [35,39.7], [137,25.6], 461, 付知, ツケチ, Tsukechi
52461, C, Y, Y, Y, Y, Yev, N, N, N, [35,33.3], [136,54.6], 68, 美濃, ミノ, Mino
52476, C, N, Y, N, N, N, N, N, N, [35,30.9], [137,13.8], 650, 伽藍, ガラン, Garan
52482, C, Y, Y, Y, Y, Yev, N, N, N, [35,35.9], [137,19.1], 517, 黒川, クロカワ, Kurokawa
52511, C, Y, Y, Y, Y, Yev, N, N, N, [35,29.1], [136,34.0], 45, 揖斐川, イビガワ, Ibigawa
52536, C, Y, Y, Y, Y, Yev, N, N, N, [35,26.7], [137,0.3], 74, 美濃加茂, ミノカモ, Minokamo
52556, C, Y, Y, Y, Y, Yev, N, N, N, [35,26.8], [137,24.2], 315, 恵那, エナ, Ena
52557, C, Y, Y, Y, Y, Yev, N, N, N, [35,28.6], [137,29.2], 378, 中津川, ナカツガワ, Nakatsugawa
52571, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,21.8], [136,28.0], 130, 関ケ原, セキガハラ, Sekigahara
52581, C, Y, Y, Y, Y, Yev, N, N, N, [35,20.8], [136,37.2], 6, 大垣, オオガキ, Ogaki
52586, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,24.0], [136,45.7], 13, 岐阜, ギフ, Gifu
52606, C, Y, Y, Y, Y, Yev, N, N, N, [35,20.8], [137,6.5], 120, 多治見, タジミ, Tajimi
52642, C, N, Y, N, N, N, N, N, N, [35,14.8], [136,27.5], 193, 上石津, カミイシヅ, Kamiishizu
53016, C, N, Y, N, N, N, N, N, N, [35,8.6], [136,32.3], 125, 北勢, ホクセイ, Hokusei
53041, C, Y, Y, Y, Y, Yev, N, Y, N, [35,3.0], [136,41.6], 3, 桑名, クワナ, Kuwana
53061, B, Y, Y, Y, Y, Y, N, Y, Y, [34,56.4], [136,34.8], 55, 四日市, ヨッカイチ, Yokkaichi
53091, C, Y, Y, Y, Y, Yev, N, Y, N, [34,52.2], [136,27.2], 70, 亀山, カメヤマ, Kameyama
53112, B, Y, Y, Y, Y, Y, N, Y, Y, [34,45.7], [136,8.5], 159, 上野, ウエノ, Ueno
53121, C, N, Y, N, N, N, N, N, N, [34,43.5], [136,18.5], 810, 笠取山, カサトリヤマ, Mt.Kasatori
53133, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,44.0], [136,31.1], 3, 津, ツ, Tsu
53141, C, N, Y, N, N, N, N, N, N, [34,37.6], [136,6.5], 226, 名張, ナバリ, Nabari
53151, C, N, Y, N, N, N, N, N, N, [34,37.5], [136,19.3], 60, 白山, ハクサン, Hakusan
53196, C, Y, Y, Y, Y, Yev, N, Y, N, [34,31.7], [136,39.9], 10, 小俣, オバタ, Obata
53231, C, Y, Y, Y, Y, Yev, N, Y, N, [34,26.9], [136,23.4], 120, 粥見, カユミ, Kayumi
53257, C, Y, Y, Y, Y, Yev, N, Y, N, [34,28.9], [136,49.5], 2, 鳥羽, トバ, Toba
53287, C, N, Y, N, N, N, N, N, N, [34,19.4], [136,29.3], 560, 藤坂峠, フジサカトウゲ, Fujisaka Pass
53296, C, Y, Y, Y, Y, Yev, N, Y, N, [34,20.7], [136,40.9], 6, 南伊勢, ミナミイセ, Minami-Ise
53307, C, N, Y, N, N, N, N, N, N, [34,18.5], [136,52.4], 31, 阿児, アゴ, Ago
53321, C, N, Y, N, N, N, N, N, N, [34,16.7], [136,12.5], 205, 宮川, ミヤガワ, Miyagawa
53326, C, Y, Y, Y, Y, Yev, N, Y, N, [34,12.5], [136,19.6], 3, 紀伊長島, キイナガシマ, Kii-Nagashima
53378, B, Y, Y, Y, Y, Y, N, Y, Y, [34,4.1], [136,11.6], 15, 尾鷲, オワセ, Owase
53401, C, Y, Y, Y, Y, Yev, N, Y, N, [33,55.9], [136,8.3], 23, 熊野新鹿, クマノアタシカ, Kumano-Atashika
53416, C, N, Y, N, N, N, N, N, N, [33,51.1], [135,58.8], 130, 御浜, ミハマ, Mihama
54012, C, Y, Y, Y, Y, Yev, N, N, N, [38,27.9], [139,15.2], 4, 粟島, アワシマ, Awashima Island
54041, C, Y, Y, Y, Y, Yev, N, N, N, [38,19.8], [138,30.7], 58, 弾崎, ハジキザキ, Hajikizaki
54056, C, N, Y, N, N, N, N, N, N, [38,19.8], [139,36.2], 85, 高根, タカネ, Takane
54086, C, Y, Y, Y, Y, Yev, N, Y, N, [38,13.6], [139,28.7], 10, 村上, ムラカミ, Murakami
54097, C, N, Y, N, N, N, N, N, N, [38,14.8], [139,36.3], 45, 三面, ミオモテ, Miomote
54157, B, Y, Y, Y, Y, Y, Y, Y, Y, [38,1.7], [138,14.4], 6, 相川, アイカワ, Aikawa
54166, C, Y, Y, Y, Y, Yev, N, N, N, [38,4.4], [138,26.4], 2, 両津, リョウツ, Ryotsu
54181, C, Y, Y, Y, Y, Yev, N, N, N, [38,4.6], [139,23.3], 14, 中条, ナカジョウ, Nakajo
54191, C, Y, Y, Y, Y, Yev, Y, N, N, [38,5.5], [139,33.8], 33, 下関, シモセキ, Shimoseki
54232, A, Y, Y, Y, Y, Y, Y, Y, Y, [37,53.6], [139,1.1], 4, 新潟, ニイガタ, Niigata
54236, C, Y, Y, Y, Y, N, Y, N, N, [37,57.3], [139,6.7], 1, 松浜, マツハマ：新潟空港, Matsuhama
54271, C, Y, Y, Y, Y, Yev, N, N, N, [37,50.5], [138,18.8], 11, 羽茂, ハモチ, Hamochi
54296, C, Y, Y, Y, Y, Yev, Y, Y, N, [37,47.5], [139,5.2], 3, 新津, ニイツ, Niitsu
54301, C, N, Y, N, N, N, N, N, N, [37,50.0], [139,14.2], 9, 瓢湖, ヒョウコ, Hyoko
54311, C, N, Y, N, N, N, N, N, N, [37,50.1], [139,24.9], 135, 赤谷, アカダニ, Akadani
54341, C, Y, Y, Y, Y, Yev, N, N, N, [37,46.1], [138,54.8], 2, 巻, マキ, Maki
54387, C, Y, Y, Y, Y, Yev, N, N, N, [37,38.4], [138,46.0], 44, 寺泊, テラドマリ, Teradomari
54396, C, Y, Y, Y, Y, Yev, N, N, N, [37,38.4], [138,57.3], 9, 三条, サンジョウ, Sanjo
54406, C, N, Y, N, N, N, N, N, N, [37,41.8], [139,11.3], 25, 村松, ムラマツ, Muramatsu
54421, C, Y, Y, Y, Y, Yev, Y, N, N, [37,40.3], [139,26.8], 100, 津川, ツガワ, Tsugawa
54462, C, N, Y, N, N, N, N, N, N, [37,34.8], [139,8.4], 125, 宮寄上, ミヤヨリカミ, Miyayorikami
54472, C, N, Y, N, N, N, N, N, N, [37,33.0], [139,22.2], 200, 室谷, ムロヤ, Muroya
54501, C, Y, Y, Y, Y, Yev, Y, N, N, [37,27.0], [138,49.4], 23, 長岡, ナガオカ, Nagaoka
54506, C, N, Y, N, N, N, N, N, N, [37,28.5], [138,59.5], 83, 栃尾, トチオ, Tochio
54541, C, Y, Y, Y, Y, Yev, Y, Y, N, [37,21.1], [138,33.2], 7, 柏崎, カシワザキ, Kashiwazaki
54566, C, Y, Y, Y, Y, Yev, Y, N, N, [37,20.8], [139,2.6], 222, 守門, スモン, Sumon
54586, C, Y, Y, Y, Y, Yev, N, Y, N, [37,13.5], [138,19.5], 13, 大潟, オオガタ, Ogata
54606, C, N, Y, N, N, N, N, N, N, [37,17.5], [138,42.1], 83, 小国, オグニ, Oguni
54616, C, Y, Y, Y, Y, Yev, Y, N, N, [37,13.6], [138,57.8], 98, 小出, コイデ, Koide
54621, C, N, Y, N, N, N, N, N, N, [37,12.3], [139,3.7], 240, 大湯, オオユ, Oyu
54651, B, Y, Y, Y, Y, Y, Y, Y, Y, [37,6.4], [138,14.8], 13, 高田, タカダ, Takada
54661, C, Y, Y, Y, Y, Yev, Y, N, N, [37,6.4], [138,27.4], 126, 安塚, ヤスヅカ, Yasuzuka
54666, C, N, Y, N, N, N, N, N, N, [37,12.0], [138,31.0], 206, 川谷, カワダニ, Kawadani
54671, C, N, Y, N, N, N, N, N, N, [37,7.9], [138,36.4], 210, 松代, マツダイ, Matsudai
54676, C, Y, Y, Y, Y, Yev, Y, N, N, [37,8.6], [138,43.6], 170, 十日町, トオカマチ, Tokamachi
54711, C, Y, Y, Y, Y, Yev, N, N, N, [37,2.6], [137,52.5], 8, 糸魚川, イトイガワ, Itoigawa
54721, C, Y, Y, Y, Y, Yev, Y, N, N, [37,5.0], [138,1.4], 55, 能生, ノウ, Nou
54737, C, N, Y, N, N, N, N, N, N, [37,1.8], [138,20.6], 255, 筒方, ドウガタ, Dogata
54761, C, N, Y, N, N, N, N, N, N, [37,2.3], [138,50.8], 195, 塩沢, シオザワ, Shiozawa
54816, C, Y, Y, Y, Y, Yev, Y, N, N, [36,56.0], [138,13.3], 350, 関山, セキヤマ, Sekiyama
54836, C, Y, Y, Y, Y, Yev, Y, N, N, [36,59.8], [138,41.0], 452, 津南, ツナン, Tsunan
54841, C, Y, Y, Y, Y, Yev, Y, N, N, [36,56.5], [138,48.6], 340, 湯沢, ユザワ, Yuzawa
54876, C, N, Y, N, N, N, N, N, N, [36,52.8], [137,52.0], 281, 平岩, ヒライワ, Hiraiwa
54892, C, N, Y, N, N, N, N, N, N, [36,53.4], [138,16.5], 633, 樽本, タルモト, Tarumoto
55022, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,56.2], [137,33.8], 43, 朝日, アサヒ, Asahi
55041, C, Y, Y, Y, Y, Yev, Y, N, N, [36,51.8], [136,57.6], 7, 氷見, ヒミ, Himi
55056, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,49.3], [137,25.7], 48, 魚津, ウオヅ, Uozu
55063, C, N, Y, N, N, N, N, N, N, [36,50.8], [137,33.4], 160, 宇奈月, ウナヅキ, Unazuki
55091, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,47.5], [137,3.3], 12, 伏木, フシキ, Fushiki
55102, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,42.5], [137,12.1], 9, 富山, トヤマ, Toyama
55141, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,36.6], [136,57.3], 69, 砺波, トナミ, Tonami
55151, C, Y, Y, Y, Y, N, Y, N, N, [36,38.9], [137,11.2], 24, 秋ヶ島, アキガシマ：富山空港, Akigashima
55156, C, N, Y, N, N, N, N, N, N, [36,36.5], [137,17.0], 128, 大山, オオヤマ, Oyama
55166, C, Y, Y, Y, Y, Yev, N, N, N, [36,40.2], [137,25.4], 296, 上市, カミイチ, Kamiichi
55191, C, Y, Y, Y, Y, Yev, N, N, N, [36,32.7], [136,52.3], 91, 南砺高宮, ナントタカミヤ, Nanto-Takamiya
55206, C, Y, Y, Y, Y, Yev, N, Y, N, [36,34.2], [137,9.5], 124, 八尾, ヤツオ, Yatsuo
55217, C, N, Y, N, N, N, N, N, N, [36,34.6], [137,23.1], 379, 立山芦峅, タテヤマアシクラ, Tateyama-Ashikura
55252, C, N, Y, N, N, N, N, N, N, [36,25.8], [136,56.5], 357, 五箇山, ゴカヤマ, Gokayama
55267, C, N, Y, N, N, N, Y, N, N, [36,28.4], [137,14.2], 215, 猪谷, イノタニ, Inotani
56036, C, Y, Y, Y, Y, Yev, Y, Y, N, [37,26.8], [137,17.2], 4, 珠洲, スズ, Suzu
56052, B, Y, Y, Y, Y, Y, Y, Y, Y, [37,23.4], [136,53.7], 5, 輪島, ワジマ, Wajima
56081, C, N, Y, N, N, N, N, N, N, [37,15.7], [136,43.7], 11, 門前, モンゼン, Monzen
56093, C, Y, Y, Y, Y, N, N, N, N, [37,17.6], [136,57.7], 219, 三井, ミイ：能登空港, Mii
56116, C, Y, Y, Y, Y, Yev, N, Y, N, [37,8.6], [136,43.5], 6, 志賀, シカ, Shika
56146, C, Y, Y, Y, Y, Yev, Y, Y, N, [37,1.8], [136,59.5], 58, 七尾, ナナオ, Nanao
56176, C, Y, Y, Y, Y, Yev, N, Y, N, [36,53.6], [136,46.6], 15, 羽咋, ハクイ, Hakui
56186, C, Y, Y, Y, Y, Yev, N, N, N, [36,42.7], [136,41.5], 42, かほく, カホク, Kahoku
56192, C, N, Y, N, N, N, N, N, N, [36,47.3], [136,46.1], 90, 宝達志水, ホウダツシミズ, Hodatsu-Shimizu
56227, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,35.3], [136,38.0], 6, 金沢, カナザワ, Kanazawa
56232, C, N, Y, N, N, N, N, N, N, [36,31.2], [136,44.7], 420, 医王山, イオウゼン, Mt Io
56276, C, Y, Y, Y, Y, Yev, N, N, N, [36,22.9], [136,26.1], 3, 小松, コマツ, Komatsu
56286, C, Y, Y, Y, Y, Yev, Y, N, N, [36,23.8], [136,37.2], 136, 白山河内, ハクサンカワチ, Hakusan-kawachi
56301, C, Y, Y, Y, Y, Yev, Y, N, N, [36,15.7], [136,23.8], 65, 加賀中津原, カガナカツハラ, Kaga-Nakatsuhara
56346, C, N, Y, N, N, N, N, N, N, [36,10.8], [136,37.5], 470, 白山白峰, ハクサンシラミネ, Hakusan-Shiramine
56401, C, N, Y, N, N, N, N, N, N, [37,51.0], [136,55.1], 8, 舳倉島, ヘグラジマ, Hegurajima Island
57001, C, Y, Y, Y, Y, Yev, N, N, N, [36,14.6], [136,10.4], 34, 三国, ミクニ, Mikuni
57026, C, Y, Y, Y, Y, N, N, N, N, [36,8.5], [136,13.4], 5, 春江, ハルエ：福井空港, Harue
57051, C, Y, Y, Y, Y, Yev, N, Y, N, [36,0.7], [135,59.4], 30, 越廼, コシノ, Koshino
57066, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,3.3], [136,13.3], 9, 福井, フクイ, Fukui
57071, C, N, Y, N, N, N, N, N, N, [35,59.9], [136,21.5], 70, 美山, ミヤマ, Miyama
57082, C, Y, Y, Y, Y, Yev, N, N, N, [36,2.3], [136,31.3], 196, 勝山, カツヤマ, Katsuyama
57106, C, N, Y, N, N, N, Y, N, N, [35,54.3], [136,10.4], 32, 武生, タケフ, Takefu
57121, C, Y, Y, Y, Y, Yev, Y, N, N, [35,58.3], [136,29.8], 182, 大野, オオノ, Ohno
57176, C, N, Y, N, N, N, Y, N, N, [35,54.5], [136,40.1], 436, 九頭竜, クズリュウ, Kuzuryu
57206, C, Y, Y, Y, Y, Yev, Y, N, N, [35,46.0], [136,12.0], 128, 今庄, イマジョウ, Imajo
57248, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,39.2], [136,3.7], 2, 敦賀, ツルガ, Tsuruga
57286, C, Y, Y, Y, Y, Yev, N, N, N, [35,36.0], [135,55.0], 10, 美浜, ミハマ, Mihama
57311, C, N, Y, N, N, N, N, N, N, [35,28.8], [135,37.0], 3, 大飯, オオイ, Oi
57317, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,29.0], [135,46.9], 10, 小浜, オバマ, Obama
60026, C, N, Y, N, N, N, Y, N, N, [35,34.9], [136,11.3], 220, 柳ケ瀬, ヤナガセ, Yanagase
60051, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,24.7], [136,1.7], 88, 今津, イマヅ, Imazu
60061, C, Y, Y, Y, Y, Yev, N, Y, N, [35,25.4], [136,14.5], 95, 長浜, ナガハマ, Nagahama
60081, C, N, Y, N, N, N, N, N, N, [35,18.5], [135,49.8], 380, 朽木平良, クツキヘラ, Kutsuki-Hera
60102, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,23.0], [136,20.6], 147, 米原, マイバラ, Maibara
60116, C, Y, Y, Y, Y, Yev, N, Y, N, [35,14.1], [135,57.4], 90, 南小松, ミナミコマツ, Minami-Komatsu
60131, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,16.5], [136,14.6], 87, 彦根, ヒコネ, Hikone
60161, C, N, Y, N, N, N, N, N, N, [35,7.6], [136,5.5], 90, 近江八幡, オウミハチマン, Omi-Hachiman
60196, C, Y, Y, Y, Y, Yev, N, Y, N, [35,3.7], [136,11.4], 128, 東近江, ヒガシオウミ, Higashi-Omi
60216, C, Y, Y, Y, Y, Yev, Y, Y, N, [34,59.5], [135,54.7], 86, 大津, オオツ, Otsu
60226, C, Y, Y, Y, Y, Yev, N, Y, N, [34,54.8], [136,4.8], 265, 信楽, シガラキ, Shigaraki
60236, C, Y, Y, Y, Y, Yev, N, Y, N, [34,56.3], [136,16.7], 248, 土山, ツチヤマ, Tsuchiyama
61001, C, Y, Y, Y, Y, Yev, N, Y, N, [35,44.2], [135,5.2], 42, 間人, タイザ, Taiza
61031, C, N, Y, N, N, N, Y, N, N, [35,37.1], [135,4.3], 23, 峰山, ミネヤマ, Mineyama
61076, C, Y, Y, Y, Y, Yev, N, Y, N, [35,33.0], [135,14.1], 2, 宮津, ミヤヅ, Miyazu
61111, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,27.0], [135,19.0], 2, 舞鶴, マイヅル, Maizuru
61096, C, N, Y, N, N, N, N, N, N, [35,25.1], [135,5.2], 223, 坂浦, サカウラ, Sakaura
61151, C, N, Y, N, N, N, N, N, N, [35,22.9], [135,27.2], 175, 睦寄, ムツヨリ, Mutsuyori
61187, C, Y, Y, Y, Y, Yev, N, Y, N, [35,18.7], [135,6.8], 17, 福知山, フクチヤマ, Fukuchiyama
61192, C, N, Y, N, N, N, N, N, N, [35,13.0], [135,13.9], 105, 三和, ミワ, Miwa
61196, C, N, Y, N, N, N, N, N, N, [35,17.8], [135,18.9], 87, 綾部山家, アヤベヤマガ, Ayabe-Yamaga
61201, C, N, Y, N, N, N, N, N, N, [35,15.6], [135,23.7], 95, 本庄, ホンジョウ, Honjo
61206, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,16.5], [135,33.0], 200, 美山, ミヤマ, Miyama
61241, C, N, Y, N, N, N, N, N, N, [35,10.6], [135,25.2], 150, 須知, シュウチ, Shuchi
61242, C, Y, Y, Y, Y, Yev, N, Y, N, [35,6.5], [135,27.3], 134, 園部, ソノベ, Sonobe
61251, C, N, Y, N, N, N, N, N, N, [35,10.9], [135,39.7], 260, 京北, ケイホク, Keihoku
61286, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,0.8], [135,43.9], 41, 京都, キョウト, Kyoto
61306, C, N, Y, N, N, N, N, N, N, [34,55.8], [135,40.7], 71, 長岡京, ナガオカキョウ, Nagaokakyo
61326, C, Y, Y, Y, Y, Yev, N, Y, N, [34,49.8], [135,45.6], 20, 京田辺, キョウタナベ, Kyotanabe
62016, C, Y, Y, Y, Y, Yev, N, Y, N, [34,56.9], [135,27.3], 235, 能勢, ノセ, Nose
62037, C, N, Y, N, N, N, N, N, N, [34,51.6], [135,33.6], 78, 茨木, イバラキ, Ibaraki
62046, C, Y, Y, Y, Y, Yev, N, Y, N, [34,48.5], [135,40.3], 26, 枚方, ヒラカタ, Hirakata
62051, C, Y, Y, Y, Y, N, N, N, N, [34,47.0], [135,26.3], 12, 豊中, トヨナカ：大阪国際空港, Toyonaka
62078, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,40.9], [135,31.1], 23, 大阪, オオサカ, Osaka
62081, C, Y, Y, Y, Y, Yev, N, Y, N, [34,40.5], [135,40.6], 626, 生駒山, イコマヤマ, Mt.Ikoma
62091, C, Y, Y, Y, Y, Yev, N, Y, N, [34,33.3], [135,29.1], 20, 堺, サカイ, Sakai
62096, C, Y, Y, Y, Y, N, N, N, N, [34,35.8], [135,36.0], 10, 八尾, ヤオ：八尾空港, Yao
62101, C, Y, Y, Y, Y, N, N, N, N, [34,26.0], [135,13.9], 5, 関空島, カンクウジマ：関西国際空港, Kanku Island
62111, C, N, Y, N, N, N, N, N, N, [34,25.4], [135,32.6], 160, 河内長野, カワチナガノ, Kawachi-Nagano
62131, C, Y, Y, Y, Y, Yev, N, Y, N, [34,23.1], [135,21.0], 68, 熊取, クマトリ, Kumatori
63016, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,37.5], [134,37.6], 5, 香住, カスミ, Kasumi
63032, C, N, Y, N, N, N, N, N, N, [35,31.7], [134,28.8], 233, 温泉, オンセン, Onsen
63051, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,32.1], [134,49.3], 3, 豊岡, トヨオカ, Toyooka
63071, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,25.9], [134,35.0], 540, 兎和野高原, ウワノコウゲン, Uwano Highlands
63111, C, N, Y, N, N, N, N, N, N, [35,19.9], [134,39.9], 150, 大屋, オオヤ, Oya
63116, C, N, Y, N, N, N, N, N, N, [35,23.9], [134,44.4], 183, 八鹿, ヨウカ, Yoka
63121, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,19.4], [134,50.9], 80, 和田山, ワダヤマ, Wadayama
63201, C, Y, Y, Y, Y, Yev, N, Y, N, [35,10.0], [134,47.5], 320, 生野, イクノ, Ikuno
63216, C, Y, Y, Y, Y, Yev, N, Y, N, [35,8.2], [135,3.9], 98, 柏原, カイバラ, Kaibara
63241, C, N, Y, N, N, N, N, N, N, [35,1.0], [134,22.1], 120, 佐用, サヨウ, Sayo
63251, C, Y, Y, Y, Y, Yev, N, Y, N, [35,5.8], [134,35.1], 195, 一宮, イチノミヤ, Ichinomiya
63321, C, Y, Y, Y, Y, Yev, N, Y, N, [34,57.0], [134,44.9], 72, 福崎, フクサキ, Fukusaki
63331, C, Y, Y, Y, Y, Yev, N, Y, N, [34,59.9], [134,59.8], 72, 西脇, ニシワキ, Nishiwaki
63346, C, N, Y, N, N, N, N, N, N, [35,1.5], [135,17.6], 330, 後川, シツカワ, Shitsukawa
63366, C, Y, Y, Y, Y, Yev, N, Y, N, [34,51.5], [134,22.4], 20, 上郡, カミゴオリ, Kamigori
63383, B, Y, Y, Y, Y, Y, N, Y, Y, [34,50.3], [134,40.2], 38, 姫路, ヒメジ, Himeji
63411, C, Y, Y, Y, Y, Yev, N, Y, N, [34,53.7], [135,12.7], 150, 三田, サンダ, Sanda
63461, C, Y, Y, Y, Y, Yev, N, Y, N, [34,46.6], [135,0.8], 145, 三木, ミキ, Miki
63477, C, N, Y, N, N, N, N, N, N, [34,45.0], [135,20.1], 38, 西宮, ニシノミヤ, Nishinomiya
63491, C, Y, Y, Y, Y, Yev, N, Y, N, [34,40.3], [134,31.6], 88, 家島, イエシマ, Ieshima
63496, C, Y, Y, Y, Y, Yev, N, Y, N, [34,41.2], [134,52.6], 3, 明石, アカシ, Akashi
63517, C, Y, Y, Y, Y, N, N, N, N, [34,37.9], [135,13.4], 5, 神戸空港, コウベクウコウ：神戸空港, Kobe Airport
63518, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,41.8], [135,12.7], 5, 神戸, コウベ, Kobe
63551, C, Y, Y, Y, Y, Yev, N, Y, N, [34,28.0], [134,50.9], 5, 郡家, グンゲ, Gunge
63571, B, Y, Y, Y, Y, Y, N, Y, Y, [34,18.6], [134,50.9], 69, 洲本, スモト, Sumoto
63588, C, Y, Y, Y, Y, Yev, N, Y, N, [34,13.1], [134,43.2], 5, 南淡, ナンダン, Nandan
64036, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,40.4], [135,50.2], 102, 奈良, ナラ, Nara
