都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
愛媛,73152,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,富郷,トミサト,四国中央市富郷町寒川山,33,54.9,133,30.6,310,-,-,1978.6.29,-,-
愛媛,73166,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,松山,マツヤマ,松山市北持田町_松山地方気象台,33,50.6,132,46.6,32,-,-,#1975.4.1,73900,Air temperature/rain
愛媛,73166,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,松山,マツヤマ,松山市桑原,33,50.1,132,47.6,41,17.8,-,#1975.4.1,-,Wind/sunshine
愛媛,73168,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,松山南吉田,マツヤマミナミヨシダ,松山市南吉田町_松山航空気象観測所,33,49.6,132,41.9,4,9.7,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
愛媛,73231,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,上林,カミハヤシ,東温市上林甲,33,44.3,132,53.4,460,-,-,#,-,-
愛媛,73247,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,成就社,ジョウジュシャ,西条市西之川野地国有林,33,47.7,133,7.9,1280,-,-,1980.5.16,-,-
愛媛,73256,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,長浜,ナガハマ,大洲市長浜甲,33,37,132,28.8,4,6.9,1.5,#1978.1.31,-,Excluding humidity
愛媛,73271,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,中山,ナカヤマ,伊予市中山町中山丑,33,38.3,132,42.5,163,-,-,#,-,-
愛媛,73276,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,久万,クマ,上浮穴郡久万高原町入野,33,39.8,132,53.7,511,10,1.5,#1978.1.20,-,Excluding humidity
愛媛,73306,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大洲,オオズ,大洲市阿蔵字フルカワ甲,33,30.5,132,32.1,20,10,1.5,(1975.5.1)1978.1.31,-,Excluding humidity
愛媛,73321,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,獅子越峠,シシゴエトウゲ,喜多郡内子町本川,33,32.6,132,49.9,1000,-,-,#,-,-
愛媛,73341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,瀬戸,セト,西宇和郡伊方町塩成,33,26.8,132,15.4,143,6.6,1.5,1997.8.8,-,Excluding humidity
愛媛,73351,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,八幡浜,ヤワタハマ,八幡浜市五反田,33,26.9,132,26,8,-,-,#,-,-
愛媛,73406,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,宇和,ウワ,西予市宇和町神領,33,22,132,30.2,200,10,1.5,(1975.5.1)1978.1.23,-,Excluding humidity
愛媛,73442,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,宇和島,ウワジマ,宇和島市住吉町_宇和島特別地域気象観測所,33,13.6,132,33.1,2,33.2,-,1993.2.1,-,-
愛媛,73446,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,近永,チカナガ,北宇和郡鬼北町近永,33,15.2,132,40.5,129,8.1,1.5,1979.1.17,-,Excluding humidity
愛媛,73516,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,御荘,ミショウ,南宇和郡愛南町御荘平城,32,57.8,132,34.2,12,10.1,1.5,#1978.1.23,-,Excluding humidity
高知,74056,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,本川,ホンガワ,吾川郡いの町脇ノ山字根藤,33,45.9,133,20.3,605,10.4,1.5,1979.1.18,-,Excluding humidity
高知,74071,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,本山,モトヤマ,長岡郡本山町本山,33,45.2,133,34.5,252,9.4,1.5,#1978.1.1,-,Excluding humidity
高知,74101,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,池川,イケガワ,吾川郡仁淀川町土居甲,33,36.4,133,10.2,141,-,-,1977.7.28,-,-
高知,74126,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,繁藤,シゲトウ,香美市土佐山田町繁藤,33,40.7,133,41.1,346,-,-,#,-,-
高知,74136,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大栃,オオドチ,香美市物部町大栃上西の川,33,41.9,133,52.5,210,6.5,1.5,1977.12.20,-,Excluding humidity
高知,74151,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,魚梁瀬,ヤナセ,安芸郡馬路村魚梁瀬,33,36.9,134,6.5,450,-,-,1978.10.25,-,-
高知,74166,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,佐川,サカワ,高岡郡佐川町丙,33,30.7,133,16.3,80,-,-,#,-,-
高知,74181,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,高知,コウチ,高知市比島町_高知地方気象台,33,34,133,32.9,1,15.5,-,#1975.12.16,74900,-
高知,74187,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,後免,ゴメン,南国市廿枝,33,35.4,133,38.6,12,6.5,1.5,1977.12.20,-,Excluding humidity
高知,74188,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,南国日章,ナンコクニッショウ,南国市物部国有_高知航空気象観測所,33,32.7,133,40.1,9,10.2,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
高知,74237,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,船戸,フナト,高岡郡津野町船戸,33,25,133,5.3,428,-,-,#,-,-
高知,74238,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鳥形山,トリガタヤマ,吾川郡仁淀川町大植,33,28.8,133,5,835,-,-,2010.3.17,-,-
高知,74271,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,安芸,アキ,安芸市伊尾木,33,29.3,133,56,6,6.5,1.5,#1977.12.19,-,Excluding humidity
高知,74276,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,田野,タノ,安芸郡田野町,33,25.6,134,0.4,17,-,-,1975.4.28,-,-
高知,74296,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,梼原,ユスハラ,高岡郡梼原町川西路,33,23.4,132,55.3,415,6.5,1.5,(1975.4.23)1977.12.22,-,Excluding humidity
高知,74311,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,須崎,スサキ,須崎市西町,33,23.1,133,16.6,4,6.5,1.5,#1977.12.22,-,Excluding humidity
高知,74336,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,佐喜浜,サキハマ,室戸市佐喜浜町,33,24.7,134,11.9,26,-,-,#,-,-
高知,74361,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,窪川,クボカワ,高岡郡四万十町新開町,33,12.4,133,7.7,205,6.5,1.5,#1977.12.23,-,Excluding humidity
高知,74372,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,室戸岬,ムロトミサキ,室戸市室戸岬町_室戸岬特別地域気象観測所,33,15.1,134,10.6,185,-,-,2006.11.28,-,Air temperature/rain/sunshine
高知,74372,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,室戸岬,ムロトミサキ,室戸市室戸岬町,33,14.8,134,10.5,161,21.8,-,2006.11.28,-, Wind
高知,74381,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,江川崎,エカワサキ,四万十市西土佐用井,33,10.2,132,47.5,72,10,1.5,1977.12.26,-,Excluding humidity
高知,74391,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大正,タイショウ,高岡郡四万十町大正,33,11.6,132,58.3,150,-,-,#,-,-
高知,74436,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,佐賀,サガ,幡多郡黒潮町佐賀,33,4.7,133,6.1,3,6.5,1.5,1977.12.23,-,Excluding humidity
高知,74447,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,宿毛,スクモ,宿毛市片島_宿毛特別地域気象観測所,32,55.2,132,41.7,2,17.2,-,1982.4.1,-,-
高知,74456,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中村,ナカムラ,四万十市入田字長善寺前,32,59.4,132,55.2,8,6.5,1.5,#1976.2.17,-,Excluding humidity
高知,74506,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三崎,ミサキ,土佐清水市三崎,32,47.7,132,52.3,9,-,-,2005.10.17,-,-
高知,74516,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,清水,シミズ,土佐清水市足摺岬_清水特別地域気象観測所,32,43.3,133,0.6,31,14.7,-,#1975.3.20,-,-
山口,81011,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,須佐,スサ,萩市須佐字野中,34,36.9,131,37.4,50,6.5,1.5,#1977.3.7,-,Excluding humidity
山口,81071,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,萩,ハギ,萩市大字土原字川島沖田_萩特別地域気象観測所,34,24.6,131,24.3,2,11.1,-,#1975.4.1,-,-
山口,81116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,油谷,ユヤ,長門市油谷新別名,34,22.2,131,3.3,20,10,1.5,(1975.4.25)1977.3.8,-,Excluding humidity
山口,81141,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,篠生,シノブ,山口市阿東生雲東分,34,18.2,131,34.6,205,-,-,1980.11.14,-,-
山口,81151,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,徳佐,トクサ,山口市阿東徳佐中,34,23.9,131,43.5,310,6.5,1.5,#1977.3.4,-,Excluding humidity
山口,81167,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,羅漢山,ラカンザン,岩国市美和町秋掛字羅漢山,34,21,132,3.8,945,-,-,1976.6.3,-,-
山口,81196,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,秋吉台,アキヨシダイ,美祢市秋芳町秋吉,34,14.1,131,18.4,240,10,1.5,#1977.3.10,-,Excluding humidity
山口,81228,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鹿野,カノ,周南市大字鹿野下字サヤ段,34,13.5,131,48.9,368,-,-,2010.3.9,-,-
山口,81231,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,広瀬,ヒロセ,岩国市錦町広瀬,34,15.7,131,57.1,97,10,1.5,#1976.2.24,-,Excluding humidity
山口,81266,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,豊田,トヨタ,下関市豊田町大字稲光字土橋,34,11.2,131,4.6,40,10,1.5,#1977.3.11,-,Excluding humidity
山口,81271,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,東厚保,ヒガシアツ,美祢市東厚保町山中,34,7.1,131,10.9,56,-,-,2010.3.26,-,-
山口,81286,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,山口,ヤマグチ,山口市前町_山口特別地域気象観測所,34,9.7,131,27.7,18,15.4,-,#1975.12.18,81900,-
山口,81301,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,和田,ワダ,周南市大字垰,34,8.9,131,44.1,140,-,-,1978.6.29,-,-
山口,81321,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,岩国,イワクニ,岩国市川西,34,9.3,132,10.7,41,10,1.5,(1975.4.25)1977.2.22,-,Excluding humidity
山口,81371,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,防府,ホウフ,防府市大字植松,34,2.4,131,32,4,10,1.5,#1977.3.2,-,Excluding humidity
山口,81386,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,下松,クダマツ,下松市西豊井,34,0.6,131,52.3,27,10.2,1.5,1977.3.1,-,Excluding humidity
山口,81397,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,玖珂,クガ,岩国市玖珂町,34,5.7,132,4.5,68,7.8,1.5,(1975.4.1)1977.2.28,-,Excluding humidity
山口,81428,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,下関,シモノセキ,下関市竹崎町_下関地方気象台,33,56.9,130,55.5,3,-,-,1996.6.27,81905,Air temperature/rain
山口,81428,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,下関,シモノセキ,下関市名池町,33,57.4,130,56.3,46,14.6,-,1996.6.27,-,Wind/sunshine
山口,81436,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,宇部,ウベ,宇部市沖宇部地先_山口宇部航空気象観測所,33,55.8,131,16.7,5,10,-,#2001.12.12,-,Excluding sunlight/humidity/atmospheric pressure
山口,81481,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,柳井,ヤナイ,柳井市南浜,33,57.5,132,6.8,3,7.9,1.5,(1975.4.25)1977.2.25,-,Excluding humidity
山口,81486,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,安下庄,アゲノショウ,大島郡周防大島町東安下庄,33,54.2,132,17.6,5,10,1.5,#1977.2.24,-,Excluding humidity
福岡,82036,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,小呂島,オロノシマ,福岡市西区大字小呂島,33,51.8,130,2.1,49,-,-,2014.9.11,-,-
福岡,82046,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,宗像,ムナカタ,宗像市田熊,33,48.5,130,32.3,7,10.3,1.5,(1975.4.25)1977.2.15,-,-
福岡,82056,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八幡,ヤハタ,北九州市八幡西区鷹の巣,33,51.1,130,44.6,20,10,1.5,#1977.2.17,-,Excluding humidity
福岡,82068,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,空港北町,クウコウキタマチ,北九州市小倉南区空港北町_北九州航空気象観測所,33,50.7,131,2.1,7,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
福岡,82097,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,東谷,ヒガシタニ,北九州市小倉南区大字木下,33,46.7,130,51.9,55,-,-,2012.2.15,-,-
福岡,82101,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,行橋,ユクハシ,行橋市西泉,33,42.8,130,58.5,9,10,1.5,#1977.2.18,-,Excluding humidity
福岡,82136,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,飯塚,イイヅカ,飯塚市川島字甘木_飯塚特別地域気象観測所,33,39.1,130,41.6,37,11,-,#1975.12.16,-,-
福岡,82171,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,前原,マエバル,糸島市前原西,33,33.6,130,11.4,5,10,1.5,#1977.3.4,-,Excluding humidity
福岡,82182,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,福岡,フクオカ,福岡市中央区大濠_福岡管区気象台,33,34.9,130,22.5,3,-,-,2010.2.18,82900,Air temperature/rain/sunshine
福岡,82182,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,福岡,フクオカ,福岡市中央区六本松,33,34.9,130,22.6,3,34.6,-,2010.2.18,-, Wind
福岡,82186,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,博多,ハカタ,福岡市博多区大字上臼井字屋敷_福岡航空地方気象台,33,35,130,27.1,9,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
福岡,82191,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,太宰府,ダザイフ,太宰府市大佐野,33,29.8,130,29.4,52,10.2,1.5,1977.3.2,-,Excluding humidity
福岡,82206,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,添田,ソエダ,田川郡添田町大字野田字大野ノ原,33,33.5,130,51.3,92,6.5,1.5,(1975.5.25)1977.2.21,-,Excluding humidity
福岡,82241,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,早良脇山,サワラワキヤマ,福岡市早良区脇山,33,29.3,130,21.2,83,-,-,2010.3.2,-,-
福岡,82261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,朝倉,アサクラ,朝倉市三奈木,33,24.4,130,41.7,38,10.1,1.5,#1977.2.18,-,Excluding humidity
福岡,82272,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,英彦山,ヒコサン,田川郡添田町大字英彦山,33,29.3,130,55.4,823,-,-,1988.9.8,-,-
福岡,82306,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,久留米,クルメ,久留米市津福本町,33,18.2,130,29.6,7,13,1.5,1977.3.1,-,Excluding humidity
福岡,82316,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,耳納山,ミノウサン,久留米市草野町字吉木,33,17.5,130,37.5,607,-,-,#,-,-
福岡,82317,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,黒木,クロギ,八女市黒木町本分,33,13.5,130,38.7,144,10.1,1.5,#1977.2.25,-,Excluding humidity
福岡,82331,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,柳川,ヤナガワ,柳川市本城町,33,9.6,130,24.2,7,-,-,1975.4.25,-,-
福岡,82361,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大牟田,オオムタ,大牟田市笹原町,33,0.4,130,28,40,10,1.5,#1977.2.23,-,Excluding humidity
大分,83021,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,国見,クニミ,国東市国見町中,33,40.5,131,35.4,14,6.5,1.5,1977.2.15,-,Excluding humidity
大分,83051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中津,ナカツ,中津市大字定留,33,35.2,131,14.7,12,10,1.5,2011.3.15,-,Excluding humidity
大分,83061,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,豊後高田,ブンゴタカダ,豊後高田市呉崎,33,34.2,131,26,5,6.5,1.5,#1977.2.16,-,Excluding humidity
大分,83096,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,耶馬渓,ヤバケイ,中津市耶馬渓町大島,33,26.7,131,6.9,100,-,-,1975.5.8,-,-
大分,83106,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,院内,インナイ,宇佐市院内町山城,33,25.2,131,19,90,13.3,1.5,(1975.4.24)1977.2.21,-,Excluding humidity
大分,83121,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,杵築,キツキ,杵築市大字本庄,33,25,131,35.8,5,10.1,1.5,1978.1.10,-,Excluding humidity
大分,83126,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,武蔵,ムサシ,国東市武蔵町大字糸原字大海田_大分航空気象観測所,33,28.7,131,44.2,5,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
大分,83137,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,日田,ヒタ,日田市三本松_日田特別地域気象観測所,33,19.3,130,55.7,83,22.1,-,#1975.12.13,-,-
大分,83191,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,玖珠,クス,玖珠郡玖珠町大字帆足,33,17.5,131,9.3,331,10,1.5,(1975.4.24)1977.2.22,-,Excluding humidity
大分,83201,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,湯布院,ユフイン,由布市湯布院町川南,33,15.2,131,20.8,435,6.5,1.5,#1977.2.23,-,Excluding humidity
大分,83216,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,大分,オオイタ,大分市長浜町_大分地方気象台,33,14.1,131,37.1,5,19.8,-,#1975.3.21,83900,-
大分,83226,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,佐賀関,サガノセキ,大分市大字佐賀関字太田,33,14.9,131,51.9,1,-,-,#,-,-
大分,83242,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,椿ヶ鼻,ツバキガハナ,日田市前津江町大野字ウスギ,33,11.4,130,54.9,843,-,-,2004.11.4,-,-
大分,83286,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,臼杵,ウスキ,臼杵市大字諏訪字北ヶ迫,33,7.9,131,47.8,30,-,-,1975.4.24,-,-
大分,83341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,犬飼,イヌカイ,豊後大野市犬飼町田原,33,3.9,131,37.9,121,10,1.5,#1977.3.3,-,-
大分,83371,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,竹田,タケタ,竹田市大字会々,32,58.4,131,23.9,261,10,1.5,#1977.3.2,-,-
大分,83401,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,佐伯,サイキ,佐伯市字剣崎,32,57,131,54.1,2,10,1.5,#1977.3.1,-,Excluding humidity
大分,83431,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,宇目,ウメ,佐伯市宇目大字重岡,32,50.7,131,40.5,200,10,1.5,1977.3.2,-,Excluding humidity
大分,83476,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,蒲江,カマエ,佐伯市蒲江蒲江浦,32,47.7,131,55.4,2,10,1.5,#1977.2.28,-,Excluding humidity
長崎,84012,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鰐浦,ワニウラ,対馬市上対馬町鰐浦字カキセ,34,41.9,129,26.7,63,8,1.5,1995.8.2,-,Excluding humidity
長崎,84072,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,厳原,イヅハラ,対馬市厳原町東里_厳原特別地域気象観測所,34,11.8,129,17.5,4,36,-,1991.9.1,-,-
長崎,84076,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,美津島,ミツシマ,対馬市美津島町鶏知乙_対馬航空気象観測所,34,17.1,129,19.8,63,10.1,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
長崎,84121,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,芦辺,アシベ,壱岐市芦辺町国分東触,33,48,129,43.3,97,10,1.5,1977.3.11,-,Excluding humidity
長崎,84122,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,石田,イシダ,壱岐市石田町筒城東触_壱岐航空気象観測所,33,44.9,129,47.1,12,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
長崎,84171,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,平戸,ヒラド,平戸市岩の上町_平戸特別地域気象観測所,33,21.6,129,33,58,12.4,-,#1975.12.11,-,-
長崎,84183,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,松浦,マツウラ,松浦市志佐町里免字辻ノ尾台,33,20.5,129,42.7,14,10,1.5,2011.3.15,-,Excluding humidity
長崎,84266,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,佐世保,サセボ,佐世保市干尽町_佐世保特別地域気象観測所,33,9.5,129,43.6,4,35,-,2002.3.27,-,-
長崎,84306,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,西海,サイカイ,西海市西海町中浦南郷,33,0.8,129,39.1,18,10,1.5,2021.3.5,-,Excluding humidity
長崎,84341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,有川,アリカワ,南松浦郡新上五島町有川郷字上原,32,58.9,129,7.1,11,10,1.5,1999.12.22,-,Excluding humidity
長崎,84361,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,長浦岳,ナガウラダケ,長崎市神浦北大中尾町上アマサキ,32,54.5,129,44.3,510,-,-,#,-,-
長崎,84371,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,大村,オオムラ,大村市箕島町_長崎航空気象観測所,32,55,129,54.8,3,10,-,(1976.4.22)1996.3.25,-,Excluding sunlight/humidity/atmospheric pressure
長崎,84441,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,諫早,イサハヤ,諫早市馬渡町,32,50.6,130,1.5,15,-,-,#,-,-
長崎,84496,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,長崎,ナガサキ,長崎市南山手町_長崎地方気象台,32,44,129,52,27,18.6,-,#1975.3.21,84900,-
長崎,84519,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,雲仙岳,ウンゼンダケ,雲仙市小浜町雲仙_雲仙岳特別地域気象観測所,32,44.2,130,15.7,678,-,-,2002.11.26,-,Air temperature/rain/sunshine
